#&a / °	I1 / %
4.387	7.6
4.382	8.8
4.377	10.0
4.371	10.4
4.366	10.0
4.361	9.6
4.355	8.4
4.350	7.2
4.345	6.0
4.339	5.2
4.334	4.8
4.329	4.8
4.323	4.8
4.318	5.6
4.313	6.8
4.307	8.0
4.302	9.2
4.297	10.4
4.291	11.6
4.286	12.4
4.281	12.4
4.275	12.0
4.270	11.2
4.265	9.6
4.260	8.0
4.254	6.4
4.249	5.6
4.244	5.2
4.238	5.2
4.233	6.0
4.228	6.8
4.222	8.0
4.217	9.6
4.212	11.2
4.206	12.8
4.201	14.0
4.196	14.8
4.190	14.4
4.185	13.6
4.180	12.0
4.174	10.4
4.169	8.8
4.164	7.6
4.158	6.4
4.153	5.6
4.148	5.6
4.143	6.4
4.137	7.6
4.132	8.8
4.127	10.8
4.121	12.8
4.116	14.4
4.111	15.6
4.105	16.4
4.100	16.4
4.095	15.6
4.089	14.4
4.084	12.8
4.079	11.2
4.073	9.2
4.068	7.6
4.063	6.8
4.057	6.8
4.052	7.2
4.047	8.4
4.041	9.6
4.036	11.2
4.031	13.2
4.025	15.2
4.020	16.8
4.015	18.0
4.009	18.8
4.004	18.8
3.999	17.6
3.994	16.0
3.988	14.0
3.983	11.6
3.978	9.6
3.972	8.0
3.967	7.2
3.962	7.2
3.956	8.0
3.951	9.2
3.946	10.4
3.940	12.4
3.935	14.4
3.930	16.8
3.924	18.4
3.919	19.6
3.914	20.8
3.908	20.8
3.903	19.6
3.898	17.6
3.892	15.2
3.887	12.8
3.882	10.8
3.876	9.2
3.871	8.0
3.866	7.6
3.860	8.4
3.855	9.6
3.850	10.8
3.844	12.4
3.839	14.8
3.834	17.2
3.829	19.2
3.823	20.4
3.818	21.6
3.813	22.4
3.807	22.0
3.802	20.0
3.797	18.0
3.791	15.6
3.786	13.2
3.781	11.2
3.775	9.2
3.770	8.4
3.765	8.4
3.759	8.8
3.754	10.0
3.749	11.6
3.743	13.6
3.738	16.0
3.733	19.2
3.727	21.2
3.722	22.8
3.717	23.6
3.711	24.0
3.706	23.6
3.701	21.6
3.695	18.8
3.690	16.4
3.685	14.0
3.679	11.6
3.674	9.6
3.669	8.8
3.663	8.8
3.658	9.6
3.653	10.8
3.647	12.4
3.642	14.0
3.637	16.4
3.632	19.2
3.626	22.0
3.621	23.6
3.616	24.4
3.610	24.8
3.605	24.4
3.600	23.2
3.594	20.8
3.589	18.4
3.584	16.0
3.578	13.2
3.573	11.2
3.568	9.2
3.562	8.4
3.557	8.4
3.552	9.6
3.546	11.2
3.541	13.2
3.536	14.8
3.530	17.2
3.525	20.0
3.520	22.8
3.514	24.4
3.509	25.6
3.504	26.4
3.498	26.4
3.493	24.8
3.488	22.4
3.482	19.6
3.477	16.8
3.472	14.4
3.466	12.0
3.461	10.0
3.456	8.8
3.450	8.4
3.445	9.2
3.440	10.8
3.434	12.8
3.429	14.8
3.424	16.8
3.418	19.6
3.413	22.8
3.408	25.2
3.402	26.8
3.397	27.2
3.392	27.2
3.386	26.8
3.381	24.8
3.376	22.0
3.370	18.8
3.365	16.0
3.360	13.6
3.354	11.6
3.349	10.0
3.344	9.2
3.338	8.8
3.333	9.2
3.328	10.8
3.322	13.2
3.317	15.2
3.312	17.2
3.306	19.6
3.301	22.8
3.296	26.0
3.291	28.0
3.285	28.8
3.280	28.8
3.275	28.0
3.269	26.0
3.264	23.2
3.259	20.0
3.253	16.8
3.248	14.0
3.243	11.6
3.237	10.0
3.232	9.2
3.227	8.4
3.221	8.4
3.216	9.2
3.211	10.8
3.205	13.6
3.200	16.0
3.195	18.0
3.189	20.0
3.184	23.2
3.179	26.8
3.173	29.2
3.168	30.0
3.163	30.0
3.157	29.6
3.152	28.8
3.147	26.8
3.141	23.6
3.136	20.4
3.131	17.2
3.125	14.4
3.120	12.4
3.115	10.8
3.109	9.6
3.104	8.8
3.099	8.4
3.093	9.2
3.088	11.2
3.083	14.0
3.077	16.8
3.072	18.8
3.067	20.8
3.061	23.6
3.056	27.6
3.051	30.8
3.045	31.6
3.040	31.2
3.035	30.8
3.029	30.8
3.024	30.0
3.019	27.2
3.013	23.6
3.008	20.0
3.003	16.4
2.997	13.6
2.992	11.6
2.987	10.0
2.981	8.8
2.976	8.4
2.971	8.4
2.965	9.2
2.960	11.2
2.955	14.4
2.949	17.2
2.944	19.6
2.939	21.2
2.933	23.6
2.928	27.6
2.923	31.6
2.917	33.2
2.912	32.8
2.907	31.2
2.901	30.8
2.896	30.8
2.891	29.2
2.885	26.0
2.880	22.0
2.875	18.4
2.869	15.2
2.864	12.8
2.859	10.8
2.853	9.6
2.848	8.8
2.843	8.0
2.837	8.0
2.832	8.8
2.827	10.8
2.821	14.0
2.816	17.6
2.811	20.4
2.805	22.0
2.800	23.6
2.795	26.8
2.789	31.6
2.784	34.8
2.779	34.8
2.773	32.8
2.768	30.8
2.763	30.0
2.757	29.6
2.752	28.0
2.747	24.8
2.741	21.2
2.736	16.4
2.731	14.4
2.725	12.4
2.720	10.8
2.715	9.6
2.709	8.8
2.704	8.0
2.699	8.0
2.693	8.4
2.688	9.6
2.683	12.4
2.677	16.4
2.672	20.0
2.667	22.0
2.661	23.2
2.656	24.8
2.651	28.0
2.645	32.8
2.640	36.0
2.635	36.0
2.629	34.0
2.624	32.0
2.619	31.2
2.613	32.0
2.608	31.2
2.602	28.4
2.597	24.4
2.592	20.4
2.586	16.8
2.581	13.6
2.576	11.6
2.570	10.4
2.565	9.2
2.560	8.4
2.554	8.0
2.549	8.0
2.544	8.4
2.538	9.6
2.533	12.0
2.528	16.0
2.522	20.0
2.517	22.8
2.512	24.0
2.506	24.8
2.501	26.8
2.496	31.2
2.490	35.6
2.485	37.2
2.480	36.0
2.474	33.6
2.469	31.6
2.464	31.6
2.458	32.4
2.453	32.0
2.448	29.2
2.442	25.2
2.437	21.2
2.432	17.6
2.426	14.4
2.421	12.4
2.416	10.8
2.410	9.6
2.405	8.8
2.400	8.4
2.394	8.4
2.389	8.4
2.384	8.8
2.378	10.0
2.373	12.4
2.368	16.0
2.362	20.0
2.357	23.2
2.352	24.8
2.346	25.2
2.341	26.4
2.336	29.6
2.330	34.4
2.325	38.4
2.320	38.8
2.314	36.8
2.309	33.6
2.304	31.6
2.298	31.6
2.293	32.8
2.288	32.8
2.282	30.4
2.277	26.8
2.272	22.8
2.266	19.2
2.261	16.0
2.256	13.2
2.250	11.6
2.245	10.4
2.240	9.2
2.234	8.8
2.229	8.4
2.223	8.4
2.218	8.8
2.213	9.2
2.207	10.4
2.202	12.0
2.197	15.2
2.191	19.2
2.186	22.4
2.181	24.4
2.175	25.2
2.170	25.6
2.165	27.2
2.159	30.4
2.154	35.2
2.149	38.8
2.143	39.6
2.138	38.0
2.133	35.2
2.127	32.8
2.122	32.0
2.117	32.8
2.111	33.6
2.106	32.8
2.101	30.4
2.095	26.8
2.090	22.8
2.085	19.2
2.079	16.0
2.074	13.6
2.069	12.0
2.063	10.8
2.058	10.0
2.053	9.2
2.047	8.8
2.042	8.8
2.037	8.8
2.031	9.2
2.026	9.6
2.021	10.4
2.015	12.0
2.010	14.8
2.005	18.8
1.999	22.4
1.994	24.8
1.989	26.0
1.983	26.4
1.978	26.8
1.972	28.4
1.967	31.6
1.962	36.0
1.956	39.6
1.951	40.8
1.946	38.8
1.940	35.6
1.935	32.8
1.930	31.2
1.924	31.6
1.919	33.2
1.914	34.4
1.908	33.6
1.903	31.2
1.898	28.0
1.892	24.0
1.887	20.4
1.882	17.6
1.876	15.2
1.871	13.2
1.866	12.0
1.860	10.8
1.855	10.0
1.850	9.6
1.844	9.2
1.839	9.2
1.834	8.8
1.828	9.2
1.823	9.6
1.818	10.0
1.812	10.8
1.807	12.4
1.802	14.8
1.796	18.4
1.791	22.0
1.786	24.8
1.780	26.4
1.775	26.8
1.769	27.2
1.764	28.0
1.759	29.6
1.753	32.4
1.748	36.4
1.743	40.0
1.737	42.0
1.732	42.0
1.727	40.4
1.721	38.0
1.716	36.0
1.711	34.4
1.705	34.0
1.700	34.8
1.695	35.6
1.689	35.2
1.684	33.6
1.679	31.2
1.673	27.6
1.668	24.4
1.663	21.2
1.657	18.4
1.652	16.0
1.647	14.4
1.641	12.8
1.636	11.6
1.631	10.8
1.625	10.0
1.620	9.6
1.615	9.6
1.609	9.2
1.604	9.2
1.599	9.2
1.593	9.2
1.588	9.6
1.582	10.0
1.577	11.2
1.572	12.4
1.566	14.4
1.561	17.2
1.556	20.4
1.550	23.2
1.545	25.2
1.540	26.4
1.534	26.8
1.529	27.2
1.524	28.0
1.518	28.8
1.513	30.8
1.508	33.6
1.502	37.6
1.497	41.2
1.492	43.6
1.486	44.0
1.481	43.2
1.476	40.8
1.470	38.4
1.465	36.0
1.460	34.4
1.454	34.0
1.449	34.4
1.444	35.6
1.438	36.4
1.433	36.4
1.428	35.6
1.422	33.6
1.417	30.8
1.411	28.0
1.406	24.8
1.401	22.0
1.395	19.6
1.390	17.2
1.385	15.6
1.379	14.0
1.374	12.8
1.369	12.0
1.363	11.2
1.358	10.4
1.353	10.0
1.347	9.6
1.342	9.2
1.337	9.2
1.331	9.2
1.326	9.2
1.321	9.2
1.315	9.6
1.310	10.0
1.305	10.4
1.299	10.8
1.294	11.6
1.289	12.8
1.283	14.4
1.278	16.8
1.273	19.6
1.267	22.4
1.262	24.8
1.256	26.4
1.251	27.6
1.246	28.0
1.240	28.0
1.235	28.0
1.230	28.4
1.224	29.2
1.219	30.4
1.214	32.4
1.208	35.2
1.203	38.4
1.198	41.6
1.192	44.0
1.187	45.2
1.182	45.2
1.176	44.8
1.171	43.6
1.166	42.0
1.160	40.0
1.155	38.0
1.150	36.8
1.144	36.0
1.139	36.0
1.134	36.4
1.128	37.2
1.123	37.6
1.118	38.0
1.112	37.6
1.107	36.4
1.101	34.4
1.096	32.0
1.091	29.6
1.085	27.2
1.080	24.8
1.075	22.4
1.069	20.4
1.064	18.8
1.059	17.2
1.053	16.0
1.048	14.8
1.043	13.6
1.037	12.8
1.032	12.0
1.027	11.2
1.021	10.8
1.016	10.4
1.011	10.4
1.005	10.0
1.000	9.6
0.995	9.6
0.989	9.6
0.984	9.6
0.979	9.2
0.973	9.2
0.968	9.2
0.962	9.2
0.957	9.2
0.952	9.6
0.946	10.0
0.941	10.4
0.936	10.8
0.930	11.6
0.925	12.4
0.920	13.6
0.914	14.8
0.909	16.4
0.904	17.6
0.898	18.4
0.893	18.8
0.888	19.2
0.882	19.6
0.877	20.4
0.872	22.0
0.866	24.0
0.861	26.0
0.856	27.6
0.850	28.8
0.845	29.2
0.840	29.6
0.834	29.6
0.829	30.0
0.823	30.8
0.818	31.6
0.813	32.8
0.807	34.4
0.802	35.6
0.797	37.2
0.791	39.2
0.786	40.8
0.781	42.8
0.775	44.8
0.770	46.0
0.765	46.8
0.759	46.8
0.754	46.4
0.749	45.6
0.743	44.8
0.738	43.6
0.733	42.4
0.727	41.2
0.722	40.0
0.717	38.8
0.711	37.6
0.706	36.8
0.701	36.4
0.695	36.0
0.690	36.0
0.684	36.0
0.679	36.4
0.674	36.8
0.668	37.2
0.663	37.6
0.658	38.0
0.652	38.4
0.647	38.4
0.642	38.0
0.636	37.6
0.631	36.8
0.626	35.6
0.620	34.0
0.615	32.8
0.610	31.2
0.604	30.0
0.599	28.4
0.594	27.2
0.588	25.6
0.583	24.4
0.578	23.2
0.572	21.6
0.567	20.4
0.561	19.2
0.556	18.4
0.551	17.6
0.545	16.8
0.540	16.0
0.535	15.2
0.529	14.8
0.524	14.4
0.519	14.0
0.513	13.6
0.508	13.2
0.503	12.8
0.497	12.4
0.492	12.0
0.487	11.6
0.481	11.2
0.476	10.8
0.471	10.4
0.465	10.4
0.460	10.4
0.455	10.4
0.449	10.0
0.444	10.0
0.438	10.0
0.433	9.6
0.428	9.6
0.422	9.6
0.417	9.6
0.412	9.2
0.406	9.2
0.401	9.2
0.396	9.2
0.390	9.2
0.385	9.2
0.380	8.8
0.374	8.8
0.369	8.8
0.364	8.8
0.358	8.8
0.353	8.4
0.348	8.4
0.342	8.4
0.337	8.4
0.332	8.4
0.326	8.4
0.321	8.4
0.316	8.8
0.310	8.8
0.305	8.8
0.299	8.8
0.294	8.8
0.289	8.8
0.283	8.8
0.278	8.8
0.273	8.8
0.267	8.8
0.262	8.8
0.257	8.8
0.251	8.8
0.246	9.2
0.241	9.2
0.235	9.2
0.230	9.2
0.225	9.2
0.219	9.6
0.214	9.6
0.209	9.6
0.203	9.6
0.198	9.6
0.193	10.0
0.187	10.0
0.182	10.0
0.176	10.0
0.171	10.0
0.166	10.0
0.160	10.4
0.155	10.4
0.150	10.4
0.144	10.4
0.139	10.4
0.134	10.4
0.128	10.4
0.123	10.4
0.118	10.4
0.112	10.4
0.107	10.4
0.102	10.8
0.096	10.8
0.091	10.8
0.086	10.8
0.080	11.2
0.075	11.2
0.070	11.2
0.064	11.2
0.059	11.2
0.053	11.2
0.048	11.2
0.043	11.2
0.037	11.2
0.032	10.8
0.027	11.2
0.021	11.2
0.016	11.2
0.011	11.2
0.005	11.2
0.000	11.6
-0.005	11.6
-0.011	11.2
-0.016	11.2
-0.021	11.2
-0.027	11.2
-0.032	10.8
-0.037	10.8
-0.043	10.8
-0.048	10.8
-0.053	10.8
-0.059	10.8
-0.064	10.8
-0.070	10.8
-0.075	10.8
-0.080	10.4
-0.086	10.4
-0.091	10.4
-0.096	10.4
-0.102	10.4
-0.107	10.4
-0.112	10.0
-0.118	10.0
-0.123	9.6
-0.128	9.6
-0.134	9.6
-0.139	9.6
-0.144	9.6
-0.150	9.6
-0.155	9.6
-0.160	9.6
-0.166	9.6
-0.171	9.6
-0.176	9.2
-0.182	9.2
-0.187	9.2
-0.193	9.2
-0.198	9.2
-0.203	9.2
-0.209	9.2
-0.214	9.2
-0.219	9.2
-0.225	9.2
-0.230	9.2
-0.235	9.2
-0.241	9.2
-0.246	9.2
-0.251	9.2
-0.257	8.8
-0.262	8.8
-0.267	8.8
-0.273	8.8
-0.278	8.8
-0.283	8.8
-0.289	8.8
-0.294	8.8
-0.299	8.8
-0.305	8.8
-0.310	8.8
-0.316	8.8
-0.321	8.8
-0.326	8.8
-0.332	8.8
-0.337	9.2
-0.342	9.2
-0.348	9.2
-0.353	9.2
-0.358	9.2
-0.364	9.2
-0.369	9.6
-0.374	9.6
-0.380	9.6
-0.385	10.0
-0.390	10.0
-0.396	10.4
-0.401	10.4
-0.406	10.8
-0.412	11.2
-0.417	11.6
-0.422	12.0
-0.428	12.4
-0.433	12.4
-0.438	12.8
-0.444	13.2
-0.449	13.6
-0.455	14.0
-0.460	14.8
-0.465	15.6
-0.471	16.4
-0.476	17.2
-0.481	18.0
-0.487	18.8
-0.492	19.6
-0.497	20.4
-0.503	21.2
-0.508	22.4
-0.513	23.6
-0.519	25.6
-0.524	27.6
-0.529	29.6
-0.535	31.2
-0.540	32.8
-0.545	34.4
-0.551	35.6
-0.556	36.8
-0.561	37.6
-0.567	38.0
-0.572	38.4
-0.578	38.0
-0.583	38.0
-0.588	37.6
-0.594	36.8
-0.599	36.4
-0.604	36.0
-0.610	35.6
-0.615	35.6
-0.620	35.2
-0.626	35.2
-0.631	35.2
-0.636	35.6
-0.642	36.4
-0.647	38.0
-0.652	39.6
-0.658	41.2
-0.663	42.8
-0.668	44.0
-0.674	45.2
-0.679	46.4
-0.684	47.2
-0.690	47.6
-0.695	47.2
-0.701	46.4
-0.706	44.8
-0.711	42.8
-0.717	40.4
-0.722	38.0
-0.727	35.6
-0.733	34.0
-0.738	32.4
-0.743	31.2
-0.749	30.0
-0.754	29.6
-0.759	29.2
-0.765	29.2
-0.770	29.2
-0.775	29.2
-0.781	29.2
-0.786	29.2
-0.791	29.2
-0.797	28.8
-0.802	27.6
-0.807	26.0
-0.813	24.4
-0.818	22.0
-0.823	20.0
-0.829	18.0
-0.834	16.4
-0.840	14.8
-0.845	13.6
-0.850	12.4
-0.856	11.6
-0.861	10.8
-0.866	10.4
-0.872	10.0
-0.877	9.6
-0.882	9.2
-0.888	9.2
-0.893	9.2
-0.898	9.2
-0.904	9.2
-0.909	9.2
-0.914	9.2
-0.920	9.2
-0.925	9.2
-0.930	9.2
-0.936	9.6
-0.941	9.6
-0.946	10.0
-0.952	10.4
-0.957	10.8
-0.962	11.2
-0.968	12.0
-0.973	12.8
-0.979	14.0
-0.984	15.2
-0.989	16.8
-0.995	18.4
-1.000	20.8
-1.005	22.8
-1.011	25.2
-1.016	28.0
-1.021	30.8
-1.027	33.2
-1.032	35.2
-1.037	36.8
-1.043	37.6
-1.048	37.6
-1.053	36.8
-1.059	36.0
-1.064	35.6
-1.069	35.6
-1.075	36.0
-1.080	36.8
-1.085	38.4
-1.091	40.0
-1.096	42.0
-1.101	43.6
-1.107	45.2
-1.112	45.6
-1.118	44.8
-1.123	42.8
-1.128	40.0
-1.134	36.4
-1.139	33.6
-1.144	31.6
-1.150	30.0
-1.155	29.2
-1.160	28.4
-1.166	28.4
-1.171	28.0
-1.176	27.6
-1.182	26.8
-1.187	25.6
-1.192	23.6
-1.198	21.2
-1.203	18.4
-1.208	16.0
-1.214	14.0
-1.219	12.4
-1.224	11.2
-1.230	10.4
-1.235	9.6
-1.240	9.2
-1.246	8.8
-1.251	8.8
-1.256	8.8
-1.262	8.8
-1.267	9.2
-1.273	9.2
-1.278	9.6
-1.283	10.0
-1.289	10.4
-1.294	10.8
-1.299	11.6
-1.305	12.8
-1.310	14.0
-1.315	15.6
-1.321	17.6
-1.326	19.6
-1.331	22.4
-1.337	25.2
-1.342	28.8
-1.347	32.0
-1.353	34.4
-1.358	36.4
-1.363	36.8
-1.369	36.8
-1.374	36.4
-1.379	35.6
-1.385	35.6
-1.390	36.4
-1.395	38.0
-1.401	40.0
-1.406	42.4
-1.411	44.0
-1.417	44.0
-1.422	42.4
-1.428	39.2
-1.433	35.6
-1.438	32.4
-1.444	30.0
-1.449	28.4
-1.454	27.6
-1.460	27.2
-1.465	26.8
-1.470	26.0
-1.476	24.4
-1.481	22.0
-1.486	19.2
-1.492	16.4
-1.497	14.4
-1.502	12.4
-1.508	11.2
-1.513	10.4
-1.518	9.6
-1.524	9.2
-1.529	9.2
-1.534	9.2
-1.540	9.2
-1.545	9.6
-1.550	10.0
-1.556	10.4
-1.561	11.2
-1.566	12.0
-1.572	12.8
-1.577	14.4
-1.582	16.4
-1.588	18.8
-1.593	21.6
-1.599	25.2
-1.604	28.8
-1.609	32.0
-1.615	34.4
-1.620	35.2
-1.625	35.2
-1.631	34.8
-1.636	34.8
-1.641	35.6
-1.647	37.2
-1.652	39.6
-1.657	41.6
-1.663	42.4
-1.668	41.2
-1.673	38.4
-1.679	35.2
-1.684	32.0
-1.689	30.0
-1.695	28.8
-1.700	28.0
-1.705	27.6
-1.711	26.4
-1.716	24.4
-1.721	21.6
-1.727	18.4
-1.732	15.6
-1.737	13.2
-1.743	11.6
-1.748	10.4
-1.753	9.6
-1.759	9.2
-1.764	9.2
-1.769	9.2
-1.775	9.2
-1.780	9.6
-1.786	10.0
-1.791	10.8
-1.796	12.0
-1.802	13.6
-1.807	15.6
-1.812	18.0
-1.818	21.2
-1.823	24.8
-1.828	28.4
-1.834	31.6
-1.839	34.0
-1.844	34.8
-1.850	34.8
-1.855	34.8
-1.860	35.6
-1.866	37.2
-1.871	39.2
-1.876	40.8
-1.882	41.2
-1.887	39.6
-1.892	36.0
-1.898	32.4
-1.903	29.6
-1.908	28.0
-1.914	27.2
-1.919	26.4
-1.924	24.8
-1.930	22.4
-1.935	19.2
-1.940	16.0
-1.946	13.2
-1.951	11.6
-1.956	10.4
-1.962	9.6
-1.967	9.2
-1.972	9.2
-1.978	9.2
-1.983	9.6
-1.989	10.0
-1.994	11.2
-1.999	12.4
-2.005	14.0
-2.010	16.4
-2.015	19.2
-2.021	22.4
-2.026	26.0
-2.031	29.6
-2.037	32.0
-2.042	33.2
-2.047	33.2
-2.053	33.2
-2.058	34.4
-2.063	36.4
-2.069	38.4
-2.074	39.6
-2.079	38.4
-2.085	35.6
-2.090	32.0
-2.095	29.2
-2.101	27.6
-2.106	26.8
-2.111	25.6
-2.117	23.6
-2.122	20.4
-2.127	17.2
-2.133	14.4
-2.138	12.4
-2.143	10.8
-2.149	10.0
-2.154	9.6
-2.159	9.2
-2.165	9.6
-2.170	10.0
-2.175	10.8
-2.181	12.0
-2.186	14.0
-2.191	16.0
-2.197	18.8
-2.202	22.0
-2.207	25.6
-2.213	28.4
-2.218	30.4
-2.223	31.6
-2.229	32.4
-2.234	33.6
-2.240	35.2
-2.245	36.4
-2.250	36.4
-2.256	34.8
-2.261	32.4
-2.266	30.0
-2.272	28.0
-2.277	26.4
-2.282	25.2
-2.288	23.6
-2.293	21.2
-2.298	18.0
-2.304	15.2
-2.309	12.8
-2.314	11.2
-2.320	10.0
-2.325	9.6
-2.330	9.6
-2.336	9.6
-2.341	10.0
-2.346	11.2
-2.352	12.4
-2.357	14.4
-2.362	16.8
-2.368	20.0
-2.373	23.2
-2.378	26.8
-2.384	29.6
-2.389	31.6
-2.394	32.8
-2.400	34.0
-2.405	35.2
-2.410	36.8
-2.416	37.2
-2.421	36.0
-2.426	32.8
-2.432	29.6
-2.437	27.2
-2.442	25.2
-2.448	23.6
-2.453	21.2
-2.458	18.4
-2.464	15.6
-2.469	12.8
-2.474	11.2
-2.480	10.0
-2.485	9.6
-2.490	9.6
-2.496	10.0
-2.501	10.8
-2.506	11.6
-2.512	13.2
-2.517	15.6
-2.522	18.4
-2.528	21.6
-2.533	25.2
-2.538	28.0
-2.544	30.4
-2.549	32.0
-2.554	33.2
-2.560	34.0
-2.565	34.8
-2.570	34.8
-2.576	33.2
-2.581	30.8
-2.586	28.0
-2.592	25.6
-2.597	23.2
-2.602	21.2
-2.608	18.8
-2.613	16.0
-2.619	13.2
-2.624	11.2
-2.629	10.0
-2.635	9.6
-2.640	9.6
-2.645	10.0
-2.651	11.2
-2.656	12.8
-2.661	14.8
-2.667	17.2
-2.672	20.0
-2.677	22.8
-2.683	25.2
-2.688	26.8
-2.693	28.0
-2.699	29.6
-2.704	31.2
-2.709	32.4
-2.715	32.8
-2.720	31.2
-2.725	28.8
-2.731	26.0
-2.736	22.8
-2.741	21.2
-2.747	20.0
-2.752	17.6
-2.757	14.8
-2.763	12.4
-2.768	10.8
-2.773	10.0
-2.779	9.6
-2.784	10.0
-2.789	10.8
-2.795	12.0
-2.800	14.0
-2.805	16.4
-2.811	19.2
-2.816	22.4
-2.821	25.2
-2.827	28.0
-2.832	30.0
-2.837	31.2
-2.843	32.0
-2.848	32.0
-2.853	31.6
-2.859	30.0
-2.864	27.2
-2.869	24.4
-2.875	21.6
-2.880	19.6
-2.885	17.6
-2.891	15.2
-2.896	12.8
-2.901	10.8
-2.907	10.0
-2.912	9.6
-2.917	10.0
-2.923	10.8
-2.928	12.0
-2.933	14.0
-2.939	16.4
-2.944	19.2
-2.949	22.0
-2.955	25.2
-2.960	28.0
-2.965	30.0
-2.971	30.8
-2.976	30.8
-2.981	30.8
-2.987	29.6
-2.992	27.6
-2.997	24.8
-3.003	22.0
-3.008	19.6
-3.013	17.6
-3.019	15.6
-3.024	13.2
-3.029	11.2
-3.035	10.0
-3.040	9.6
-3.045	10.0
-3.051	10.8
-3.056	12.0
-3.061	14.0
-3.067	16.4
-3.072	19.2
-3.077	22.0
-3.083	25.2
-3.088	27.2
-3.093	28.4
-3.099	29.2
-3.104	29.2
-3.109	28.8
-3.115	27.6
-3.120	24.8
-3.125	21.6
-3.131	18.8
-3.136	16.8
-3.141	14.8
-3.147	12.8
-3.152	10.8
-3.157	10.0
-3.163	9.6
-3.168	10.0
-3.173	11.2
-3.179	12.8
-3.184	14.8
-3.189	16.8
-3.195	19.6
-3.200	22.8
-3.205	25.2
-3.211	27.2
-3.216	28.0
-3.221	28.0
-3.227	27.6
-3.232	26.8
-3.237	24.8
-3.243	22.0
-3.248	19.6
-3.253	17.2
-3.259	15.2
-3.264	12.8
-3.269	11.2
-3.275	9.6
-3.280	8.8
-3.285	8.4
-3.291	8.8
-3.296	10.0
-3.301	12.0
-3.306	14.4
-3.312	17.2
-3.317	20.8
-3.322	24.0
-3.328	25.6
-3.333	26.4
-3.338	26.8
-3.344	26.4
-3.349	25.2
-3.354	22.8
-3.360	20.4
-3.365	18.0
-3.370	15.6
-3.376	13.6
-3.381	11.6
-3.386	10.0
-3.392	8.8
-3.397	8.8
-3.402	9.6
-3.408	11.2
-3.413	13.2
-3.418	15.2
-3.424	17.6
