#&a / °	I1 / %
4.233	9.2
4.228	10.4
4.222	12.0
4.217	14.0
4.212	15.6
4.206	17.6
4.201	19.2
4.196	20.0
4.190	19.6
4.185	18.4
4.180	17.2
4.174	15.2
4.169	13.2
4.164	11.2
4.158	9.6
4.153	8.8
4.148	9.6
4.143	10.8
4.137	12.0
4.132	14.0
4.127	16.0
4.121	18.0
4.116	19.6
4.111	21.2
4.105	22.0
4.100	22.0
4.095	21.2
4.089	19.6
4.084	18.4
4.079	16.0
4.073	13.6
4.068	12.0
4.063	11.2
4.057	11.2
4.052	12.0
4.047	13.2
4.041	14.4
4.036	16.4
4.031	19.2
4.025	21.6
4.020	23.2
4.015	24.4
4.009	25.2
4.004	25.2
3.999	23.6
3.994	21.6
3.988	19.6
3.983	17.2
3.978	14.8
3.972	12.8
3.967	12.0
3.962	12.0
3.956	12.8
3.951	14.0
3.946	16.0
3.940	18.4
3.935	21.6
3.930	24.0
3.924	25.2
3.919	26.4
3.914	27.6
3.908	28.0
3.903	26.4
3.898	23.6
3.892	20.8
3.887	18.4
3.882	16.0
3.876	14.0
3.871	12.8
3.866	12.8
3.860	13.6
3.855	14.8
3.850	16.4
3.844	18.8
3.839	22.0
3.834	25.2
3.829	26.8
3.823	27.6
3.818	28.4
3.813	29.6
3.807	29.6
3.802	27.2
3.797	24.4
3.791	21.6
3.786	19.2
3.781	16.4
3.775	14.4
3.770	13.6
3.765	14.0
3.759	14.8
3.754	16.0
3.749	17.2
3.743	20.0
3.738	23.6
3.733	27.2
3.727	29.2
3.722	30.4
3.717	31.2
3.711	32.0
3.706	31.6
3.701	29.2
3.695	25.6
3.690	22.8
3.685	20.0
3.679	17.2
3.674	14.8
3.669	13.6
3.663	14.0
3.658	15.6
3.653	16.8
3.647	18.4
3.642	20.8
3.637	24.0
3.632	27.6
3.626	30.4
3.621	31.6
3.616	32.0
3.610	32.4
3.605	32.4
3.600	31.2
3.594	28.8
3.589	25.2
3.584	22.0
3.578	19.2
3.573	16.4
3.568	14.4
3.562	14.0
3.557	14.8
3.552	16.4
3.546	18.0
3.541	20.0
3.536	22.4
3.530	25.6
3.525	29.2
3.520	32.0
3.514	33.2
3.509	34.0
3.504	34.4
3.498	34.8
3.493	33.6
3.488	30.8
3.482	27.2
3.477	23.6
3.472	20.4
3.466	17.6
3.461	15.6
3.456	14.4
3.450	14.4
3.445	16.4
3.440	18.4
3.434	20.4
3.429	22.4
3.424	24.8
3.418	28.4
3.413	32.4
3.408	35.2
3.402	36.0
3.397	36.0
3.392	35.6
3.386	35.2
3.381	33.6
3.376	30.4
3.370	26.4
3.365	22.8
3.360	19.6
3.354	17.2
3.349	15.2
3.344	14.4
3.338	14.4
3.333	16.0
3.328	18.8
3.322	21.2
3.317	23.2
3.312	25.2
3.306	28.4
3.301	32.4
3.296	36.4
3.291	38.0
3.285	38.0
3.280	36.8
3.275	35.6
3.269	34.0
3.264	31.2
3.259	27.6
3.253	23.6
3.248	20.0
3.243	16.8
3.237	14.8
3.232	13.6
3.227	13.2
3.221	14.0
3.216	16.0
3.211	19.2
3.205	22.0
3.200	24.0
3.195	26.0
3.189	28.8
3.184	32.8
3.179	37.2
3.173	40.0
3.168	40.0
3.163	38.8
3.157	37.6
3.152	37.2
3.147	36.0
3.141	33.2
3.136	29.2
3.131	24.8
3.125	20.8
3.120	17.6
3.115	15.6
3.109	14.4
3.104	13.6
3.099	14.0
3.093	16.8
3.088	20.4
3.083	23.6
3.077	25.6
3.072	26.8
3.067	28.8
3.061	33.2
3.056	38.8
3.051	42.8
3.045	43.2
3.040	41.2
3.035	39.2
3.029	39.2
3.024	39.2
3.019	37.6
3.013	33.6
3.008	28.8
3.003	24.0
2.997	20.4
2.992	17.2
2.987	15.2
2.981	14.0
2.976	13.6
2.971	14.4
2.965	17.2
2.960	21.2
2.955	24.8
2.949	27.2
2.944	28.0
2.939	29.2
2.933	32.8
2.928	38.8
2.923	44.0
2.917	45.2
2.912	43.2
2.907	40.0
2.901	38.4
2.896	38.8
2.891	39.2
2.885	36.4
2.880	32.4
2.875	27.6
2.869	23.2
2.864	19.2
2.859	16.4
2.853	14.4
2.848	13.2
2.843	12.8
2.837	14.0
2.832	16.4
2.827	21.2
2.821	25.6
2.816	28.4
2.811	29.2
2.805	29.6
2.800	32.0
2.795	37.6
2.789	44.4
2.784	47.6
2.779	46.4
2.773	42.4
2.768	38.8
2.763	36.8
2.757	37.6
2.752	38.0
2.747	36.0
2.741	32.0
2.736	25.6
2.731	22.4
2.725	19.2
2.720	16.4
2.715	14.4
2.709	13.2
2.704	12.8
2.699	13.2
2.693	15.2
2.688	19.2
2.683	24.4
2.677	28.8
2.672	30.8
2.667	31.2
2.661	31.6
2.656	34.4
2.651	40.0
2.645	46.8
2.640	50.0
2.635	48.8
2.629	44.8
2.624	40.8
2.619	38.8
2.613	40.0
2.608	41.6
2.602	40.8
2.597	36.4
2.592	30.8
2.586	25.6
2.581	21.2
2.576	18.0
2.570	15.6
2.565	14.0
2.560	13.2
2.554	12.8
2.549	13.6
2.544	15.2
2.538	19.2
2.533	24.8
2.528	29.6
2.522	32.0
2.517	32.4
2.512	32.0
2.506	33.2
2.501	37.2
2.496	44.4
2.490	50.0
2.485	51.2
2.480	48.4
2.474	44.0
2.469	40.0
2.464	38.8
2.458	40.4
2.453	42.8
2.448	42.0
2.442	38.4
2.437	32.8
2.432	27.2
2.426	22.8
2.421	19.2
2.416	16.4
2.410	14.8
2.405	13.6
2.400	13.2
2.394	13.2
2.389	14.4
2.384	16.4
2.378	20.4
2.373	26.0
2.368	30.8
2.362	33.2
2.357	33.6
2.352	33.2
2.346	33.6
2.341	36.4
2.336	42.0
2.330	48.8
2.325	52.8
2.320	52.4
2.314	48.4
2.309	43.6
2.304	40.0
2.298	38.8
2.293	40.8
2.288	43.6
2.282	43.6
2.277	40.4
2.272	35.2
2.266	29.6
2.261	24.8
2.256	20.8
2.250	18.0
2.245	16.0
2.240	14.4
2.234	13.6
2.229	13.6
2.223	13.6
2.218	14.4
2.213	16.4
2.207	20.0
2.202	25.2
2.197	30.0
2.191	33.2
2.186	34.0
2.181	33.6
2.175	33.2
2.170	34.0
2.165	37.2
2.159	43.2
2.154	50.4
2.149	54.4
2.143	54.4
2.138	51.2
2.133	46.4
2.127	42.0
2.122	39.6
2.117	40.4
2.111	42.8
2.106	45.2
2.101	44.8
2.095	40.8
2.090	35.6
2.085	30.4
2.079	25.6
2.074	22.0
2.069	19.2
2.063	16.8
2.058	15.2
2.053	14.0
2.047	13.6
2.042	13.6
2.037	14.0
2.031	15.2
2.026	17.2
2.021	20.4
2.015	25.2
2.010	30.4
2.005	34.0
1.999	35.6
1.994	35.6
1.989	35.2
1.983	35.2
1.978	36.0
1.972	39.2
1.967	45.2
1.962	51.6
1.956	55.6
1.951	55.6
1.946	52.0
1.940	46.8
1.935	42.4
1.930	39.2
1.924	38.8
1.919	40.4
1.914	43.6
1.908	46.0
1.903	45.6
1.898	42.4
1.892	37.6
1.887	32.8
1.882	28.0
1.876	24.4
1.871	21.2
1.866	18.8
1.860	16.8
1.855	15.6
1.850	14.4
1.844	14.0
1.839	14.0
1.834	14.0
1.828	14.4
1.823	15.6
1.818	17.6
1.812	21.2
1.807	26.0
1.802	30.8
1.796	34.4
1.791	36.4
1.786	36.8
1.780	36.4
1.775	36.0
1.769	36.0
1.764	37.6
1.759	40.8
1.753	46.0
1.748	52.0
1.743	56.4
1.737	58.0
1.732	56.8
1.727	53.6
1.721	49.6
1.716	46.0
1.711	43.2
1.705	41.6
1.700	42.0
1.695	44.4
1.689	46.8
1.684	47.6
1.679	46.4
1.673	42.8
1.668	38.4
1.663	34.0
1.657	29.6
1.652	26.0
1.647	22.8
1.641	20.4
1.636	18.4
1.631	16.8
1.625	16.0
1.620	15.2
1.615	14.8
1.609	14.8
1.604	14.8
1.599	15.2
1.593	15.6
1.588	16.8
1.582	18.4
1.577	21.2
1.572	25.2
1.566	30.0
1.561	34.0
1.556	36.4
1.550	37.2
1.545	36.8
1.540	36.4
1.534	36.0
1.529	36.0
1.524	37.2
1.518	39.2
1.513	42.8
1.508	48.0
1.502	53.6
1.497	58.0
1.492	60.0
1.486	59.6
1.481	57.6
1.476	54.0
1.470	50.0
1.465	46.4
1.460	43.6
1.454	42.0
1.449	42.0
1.444	43.2
1.438	45.6
1.433	48.0
1.428	49.2
1.422	48.8
1.417	46.4
1.411	43.2
1.406	39.2
1.401	35.2
1.395	31.2
1.390	27.6
1.385	24.8
1.379	22.4
1.374	20.4
1.369	18.8
1.363	17.6
1.358	16.4
1.353	15.6
1.347	14.8
1.342	14.4
1.337	14.0
1.331	14.0
1.326	14.4
1.321	14.8
1.315	15.6
1.310	16.8
1.305	18.4
1.299	20.8
1.294	23.6
1.289	27.2
1.283	30.4
1.278	33.6
1.273	36.0
1.267	37.6
1.262	38.0
1.256	38.0
1.251	38.0
1.246	37.6
1.240	36.8
1.235	36.8
1.230	37.6
1.224	39.2
1.219	42.0
1.214	45.6
1.208	50.4
1.203	54.8
1.198	58.4
1.192	60.8
1.187	62.0
1.182	61.6
1.176	60.0
1.171	57.6
1.166	54.8
1.160	52.0
1.155	49.2
1.150	46.8
1.144	44.8
1.139	44.0
1.134	44.0
1.128	45.2
1.123	47.2
1.118	48.8
1.112	50.4
1.107	50.8
1.101	50.0
1.096	48.4
1.091	45.6
1.085	42.8
1.080	39.6
1.075	36.4
1.069	33.6
1.064	30.8
1.059	28.0
1.053	25.6
1.048	23.6
1.043	21.6
1.037	20.0
1.032	18.8
1.027	18.0
1.021	17.2
1.016	16.4
1.011	16.0
1.005	15.6
1.000	15.2
0.995	14.8
0.989	14.8
0.984	14.8
0.979	14.8
0.973	14.8
0.968	14.8
0.962	15.2
0.957	16.0
0.952	16.4
0.946	17.6
0.941	18.8
0.936	20.8
0.930	22.8
0.925	25.2
0.920	28.0
0.914	31.2
0.909	33.6
0.904	35.2
0.898	35.2
0.893	34.0
0.888	32.4
0.882	31.2
0.877	30.8
0.872	31.6
0.866	33.2
0.861	35.2
0.856	36.8
0.850	38.0
0.845	38.4
0.840	38.8
0.834	39.2
0.829	40.0
0.823	41.2
0.818	43.2
0.813	45.6
0.807	48.4
0.802	51.2
0.797	53.6
0.791	56.0
0.786	58.4
0.781	60.0
0.775	62.0
0.770	63.6
0.765	63.6
0.759	63.2
0.754	62.0
0.749	60.4
0.743	59.2
0.738	57.2
0.733	55.6
0.727	53.6
0.722	51.6
0.717	49.6
0.711	48.0
0.706	46.4
0.701	45.2
0.695	44.4
0.690	44.0
0.684	43.6
0.679	43.6
0.674	44.0
0.668	45.2
0.663	46.4
0.658	47.6
0.652	48.8
0.647	50.0
0.642	50.8
0.636	51.2
0.631	51.6
0.626	51.2
0.620	50.8
0.615	50.0
0.610	48.8
0.604	47.2
0.599	45.2
0.594	43.6
0.588	41.6
0.583	40.0
0.578	38.0
0.572	36.0
0.567	34.0
0.561	32.0
0.556	30.8
0.551	29.2
0.545	28.0
0.540	26.8
0.535	25.6
0.529	24.4
0.524	23.2
0.519	22.4
0.513	21.2
0.508	20.4
0.503	19.6
0.497	19.2
0.492	18.8
0.487	18.4
0.481	17.6
0.476	17.2
0.471	16.8
0.465	16.4
0.460	16.0
0.455	16.0
0.449	15.6
0.444	15.6
0.438	15.2
0.433	14.8
0.428	14.8
0.422	14.4
0.417	14.4
0.412	14.4
0.406	14.4
0.401	14.4
0.396	14.0
0.390	14.0
0.385	14.0
0.380	13.6
0.374	13.6
0.369	13.6
0.364	13.6
0.358	13.6
0.353	13.6
0.348	13.6
0.342	13.6
0.337	13.6
0.332	13.6
0.326	13.6
0.321	14.0
0.316	14.0
0.310	14.0
0.305	14.4
0.299	14.4
0.294	14.4
0.289	14.8
0.283	14.8
0.278	14.8
0.273	15.2
0.267	15.2
0.262	15.2
0.257	15.6
0.251	15.6
0.246	16.0
0.241	16.4
0.235	16.4
0.230	16.8
0.225	16.8
0.219	16.8
0.214	17.2
0.209	17.6
0.203	18.0
0.198	18.4
0.193	18.4
0.187	18.8
0.182	18.8
0.176	19.2
0.171	19.2
0.166	19.6
0.160	20.0
0.155	20.0
0.150	20.4
0.144	20.4
0.139	20.8
0.134	21.2
0.128	21.2
0.123	21.6
0.118	21.6
0.112	22.0
0.107	22.4
0.102	22.8
0.096	22.8
0.091	22.8
0.086	22.8
0.080	22.8
0.075	23.2
0.070	23.2
0.064	23.2
0.059	23.2
0.053	23.2
0.048	23.2
0.043	23.2
0.037	23.2
0.032	23.2
0.027	23.2
0.021	23.2
0.016	23.2
0.011	23.2
0.005	23.2
0.000	23.6
-0.005	23.6
-0.011	23.2
-0.016	23.2
-0.021	23.2
-0.027	22.8
-0.032	22.4
-0.037	22.4
-0.043	22.4
-0.048	22.4
-0.053	22.0
-0.059	21.6
-0.064	21.2
-0.070	21.2
-0.075	20.8
-0.080	20.4
-0.086	20.4
-0.091	20.0
-0.096	19.6
-0.102	19.6
-0.107	19.2
-0.112	18.8
-0.118	18.4
-0.123	17.6
-0.128	17.2
-0.134	17.2
-0.139	17.2
-0.144	17.2
-0.150	17.2
-0.155	16.8
-0.160	16.8
-0.166	16.8
-0.171	16.4
-0.176	16.0
-0.182	15.6
-0.187	15.6
-0.193	15.6
-0.198	15.6
-0.203	15.2
-0.209	15.2
-0.214	15.2
-0.219	14.8
-0.225	14.4
-0.230	14.4
-0.235	14.4
-0.241	14.4
-0.246	14.4
-0.251	14.4
-0.257	14.0
-0.262	14.0
-0.267	13.6
-0.273	13.6
-0.278	13.6
-0.283	13.6
-0.289	13.6
-0.294	13.6
-0.299	13.6
-0.305	13.6
-0.310	13.6
-0.316	13.6
-0.321	13.6
-0.326	14.0
-0.332	14.0
-0.337	14.4
-0.342	14.4
-0.348	14.4
-0.353	14.4
-0.358	14.8
-0.364	14.8
-0.369	15.2
-0.374	15.2
-0.380	15.6
-0.385	15.6
-0.390	16.0
-0.396	16.4
-0.401	16.8
-0.406	17.2
-0.412	17.6
-0.417	18.0
-0.422	18.8
-0.428	19.2
-0.433	20.0
-0.438	20.8
-0.444	21.6
-0.449	22.4
-0.455	23.2
-0.460	24.4
-0.465	25.6
-0.471	26.8
-0.476	28.4
-0.481	29.6
-0.487	31.2
-0.492	32.8
-0.497	34.0
-0.503	35.2
-0.508	36.8
-0.513	39.2
-0.519	41.6
-0.524	44.4
-0.529	46.8
-0.535	49.2
-0.540	50.8
-0.545	52.0
-0.551	52.4
-0.556	52.8
-0.561	52.4
-0.567	51.6
-0.572	50.4
-0.578	48.8
-0.583	47.2
-0.588	46.0
-0.594	44.8
-0.599	43.6
-0.604	43.2
-0.610	42.8
-0.615	42.8
-0.620	42.8
-0.626	43.2
-0.631	44.0
-0.636	45.2
-0.642	46.8
-0.647	48.8
-0.652	50.8
-0.658	53.2
-0.663	55.2
-0.668	57.6
-0.674	59.6
-0.679	61.6
-0.684	63.2
-0.690	64.4
-0.695	64.8
-0.701	64.4
-0.706	63.2
-0.711	61.2
-0.717	58.4
-0.722	55.2
-0.727	51.6
-0.733	48.4
-0.738	45.6
-0.743	42.8
-0.749	40.8
-0.754	39.6
-0.759	38.4
-0.765	37.6
-0.770	37.2
-0.775	37.2
-0.781	37.6
-0.786	38.0
-0.791	38.4
-0.797	39.2
-0.802	39.6
-0.807	40.0
-0.813	40.0
-0.818	39.6
-0.823	38.8
-0.829	36.8
-0.834	34.4
-0.840	31.6
-0.845	28.4
-0.850	25.6
-0.856	22.8
-0.861	20.8
-0.866	19.2
-0.872	18.0
-0.877	16.8
-0.882	16.0
-0.888	15.2
-0.893	14.8
-0.898	14.4
-0.904	14.0
-0.909	14.0
-0.914	14.0
-0.920	14.0
-0.925	14.0
-0.930	14.0
-0.936	14.4
-0.941	14.8
-0.946	15.2
-0.952	16.0
-0.957	16.8
-0.962	18.0
-0.968	19.2
-0.973	20.8
-0.979	22.8
-0.984	25.2
-0.989	27.6
-0.995	30.4
-1.000	34.0
-1.005	37.6
-1.011	41.2
-1.016	44.8
-1.021	47.6
-1.027	49.6
-1.032	50.4
-1.037	50.0
-1.043	48.8
-1.048	46.8
-1.053	45.2
-1.059	44.0
-1.064	43.6
-1.069	44.0
-1.075	45.2
-1.080	46.8
-1.085	49.2
-1.091	51.6
-1.096	54.8
-1.101	57.6
-1.107	60.0
-1.112	61.6
-1.118	62.0
-1.123	60.0
-1.128	56.8
-1.134	52.4
-1.139	48.0
-1.144	44.0
-1.150	41.2
-1.155	39.2
-1.160	37.6
-1.166	36.8
-1.171	36.4
-1.176	36.8
-1.182	37.2
-1.187	38.0
-1.192	38.4
-1.198	38.0
-1.203	35.6
-1.208	32.4
-1.214	28.8
-1.219	25.2
-1.224	22.4
-1.230	19.6
-1.235	17.6
-1.240	16.0
-1.246	15.2
-1.251	14.4
-1.256	14.0
-1.262	14.0
-1.267	14.0
-1.273	14.0
-1.278	14.4
-1.283	15.2
-1.289	16.0
-1.294	17.2
-1.299	18.4
-1.305	20.0
-1.310	22.4
-1.315	24.8
-1.321	28.4
-1.326	32.0
-1.331	36.0
-1.337	40.4
-1.342	44.4
-1.347	47.2
-1.353	48.8
-1.358	48.8
-1.363	47.6
-1.369	45.6
-1.374	44.4
-1.379	44.0
-1.385	44.8
-1.390	46.4
-1.395	48.8
-1.401	52.0
-1.406	55.6
-1.411	58.8
-1.417	60.4
-1.422	59.6
-1.428	56.0
-1.433	51.2
-1.438	46.4
-1.444	42.0
-1.449	38.8
-1.454	36.8
-1.460	36.0
-1.465	36.0
-1.470	36.4
-1.476	36.8
-1.481	36.8
-1.486	35.2
-1.492	32.4
-1.497	28.8
-1.502	24.8
-1.508	21.6
-1.513	18.8
-1.518	17.2
-1.524	16.0
-1.529	14.8
-1.534	14.4
-1.540	14.4
-1.545	14.8
-1.550	15.6
-1.556	16.4
-1.561	17.2
-1.566	18.8
-1.572	20.4
-1.577	22.8
-1.582	26.0
-1.588	30.0
-1.593	34.4
-1.599	39.2
-1.604	43.6
-1.609	46.4
-1.615	47.6
-1.620	46.8
-1.625	44.8
-1.631	43.6
-1.636	43.6
-1.641	45.2
-1.647	48.0
-1.652	51.6
-1.657	54.8
-1.663	57.2
-1.668	57.2
-1.673	54.8
-1.679	50.4
-1.684	45.6
-1.689	41.6
-1.695	38.8
-1.700	37.2
-1.705	36.8
-1.711	36.8
-1.716	37.2
-1.721	36.4
-1.727	34.4
-1.732	30.4
-1.737	26.0
-1.743	22.4
-1.748	19.6
-1.753	17.2
-1.759	16.0
-1.764	15.2
-1.769	14.8
-1.775	14.4
-1.780	14.8
-1.786	15.6
-1.791	16.8
-1.796	18.8
-1.802	21.6
-1.807	24.8
-1.812	28.8
-1.818	33.6
-1.823	38.4
-1.828	42.8
-1.834	45.6
-1.839	46.0
-1.844	45.2
-1.850	44.0
-1.855	43.6
-1.860	45.2
-1.866	48.0
-1.871	51.6
-1.876	54.8
-1.882	56.4
-1.887	55.2
-1.892	51.6
-1.898	46.4
-1.903	41.2
-1.908	38.0
-1.914	36.4
-1.919	35.6
-1.924	36.0
-1.930	35.6
-1.935	34.0
-1.940	30.8
-1.946	26.4
-1.951	22.4
-1.956	19.2
-1.962	16.8
-1.967	15.6
-1.972	14.8
-1.978	14.8
-1.983	15.2
-1.989	16.0
-1.994	17.6
-1.999	19.6
-2.005	22.4
-2.010	26.0
-2.015	30.4
-2.021	35.2
-2.026	39.6
-2.031	42.8
-2.037	44.4
-2.042	43.6
-2.047	42.4
-2.053	42.4
-2.058	44.0
-2.063	46.8
-2.069	50.4
-2.074	52.8
-2.079	53.2
-2.085	50.4
-2.090	45.6
-2.095	40.8
-2.101	37.6
-2.106	36.0
-2.111	35.2
-2.117	35.2
-2.122	34.0
-2.127	31.2
-2.133	27.2
-2.138	22.8
-2.143	19.2
-2.149	16.8
-2.154	15.6
-2.159	14.8
-2.165	15.2
-2.170	16.0
-2.175	17.2
-2.181	18.8
-2.186	21.6
-2.191	25.2
-2.197	29.2
-2.202	34.0
-2.207	38.4
-2.213	41.2
-2.218	42.0
-2.223	41.6
-2.229	41.6
-2.234	43.2
-2.240	45.6
-2.245	48.0
-2.250	49.2
-2.256	48.4
-2.261	46.0
-2.266	42.4
-2.272	38.8
-2.277	36.0
-2.282	34.4
-2.288	33.6
-2.293	32.8
-2.298	30.8
-2.304	27.6
-2.309	23.6
-2.314	20.0
-2.320	17.6
-2.325	16.0
-2.330	15.2
-2.336	15.2
-2.341	16.0
-2.346	17.2
-2.352	19.2
-2.357	22.4
-2.362	26.0
-2.368	30.4
-2.373	34.8
-2.378	38.8
-2.384	41.2
-2.389	41.6
-2.394	42.0
-2.400	43.2
-2.405	46.0
-2.410	48.4
-2.416	50.0
-2.421	49.6
-2.426	46.4
-2.432	41.6
-2.437	37.6
-2.442	34.8
-2.448	33.6
-2.453	32.0
-2.458	30.4
-2.464	27.6
-2.469	23.6
-2.474	20.0
-2.480	17.2
-2.485	16.0
-2.490	15.2
-2.496	15.6
-2.501	16.4
-2.506	18.0
-2.512	20.4
-2.517	23.6
-2.522	27.6
-2.528	32.0
-2.533	36.4
-2.538	39.6
-2.544	41.2
-2.549	42.0
-2.554	43.2
-2.560	44.8
-2.565	46.4
-2.570	47.6
-2.576	46.4
-2.581	43.2
-2.586	39.2
-2.592	35.6
-2.597	33.2
-2.602	31.6
-2.608	29.6
-2.613	27.2
-2.619	23.6
-2.624	20.4
-2.629	17.6
-2.635	16.0
-2.640	15.6
-2.645	16.0
-2.651	17.2
-2.656	19.6
-2.661	22.4
-2.667	26.0
-2.672	30.0
-2.677	33.6
-2.683	36.0
-2.688	37.2
-2.693	37.6
-2.699	38.8
-2.704	41.2
-2.709	43.6
-2.715	44.8
-2.720	43.6
-2.725	40.4
-2.731	36.8
-2.736	32.0
-2.741	30.8
-2.747	29.2
-2.752	27.6
-2.757	25.2
-2.763	22.0
-2.768	19.2
-2.773	17.2
-2.779	16.4
-2.784	16.4
-2.789	17.2
-2.795	18.8
-2.800	21.6
-2.805	24.8
-2.811	28.4
-2.816	32.0
-2.821	35.6
-2.827	38.4
-2.832	40.4
-2.837	41.2
-2.843	42.0
-2.848	42.4
-2.853	42.4
-2.859	41.2
-2.864	38.0
-2.869	34.4
-2.875	30.8
-2.880	28.4
-2.885	26.4
-2.891	24.4
-2.896	22.0
-2.901	19.2
-2.907	16.8
-2.912	16.0
-2.917	16.0
-2.923	16.8
-2.928	18.4
-2.933	20.8
-2.939	24.0
-2.944	27.6
-2.949	31.6
-2.955	35.2
-2.960	38.0
-2.965	40.0
-2.971	40.8
-2.976	41.2
-2.981	41.2
-2.987	40.4
-2.992	38.4
-2.997	35.2
-3.003	31.6
-3.008	28.4
-3.013	26.0
-3.019	24.0
-3.024	21.6
-3.029	19.2
-3.035	17.2
-3.040	16.4
-3.045	16.4
-3.051	17.2
-3.056	18.8
-3.061	21.2
-3.067	24.4
-3.072	27.6
-3.077	31.2
-3.083	34.8
-3.088	36.8
-3.093	37.6
-3.099	38.4
-3.104	38.8
-3.109	38.8
-3.115	37.6
-3.120	34.8
-3.125	30.8
-3.131	27.2
-3.136	24.4
-3.141	22.0
-3.147	20.4
-3.152	18.4
-3.157	16.8
-3.163	15.6
-3.168	16.0
-3.173	17.2
-3.179	19.2
-3.184	21.2
-3.189	24.0
-3.195	27.6
-3.200	31.6
-3.205	35.2
-3.211	36.8
-3.216	36.8
-3.221	36.8
-3.227	36.4
-3.232	36.4
-3.237	34.8
-3.243	31.6
-3.248	28.0
-3.253	24.8
-3.259	22.4
-3.264	20.0
-3.269	18.0
-3.275	16.0
-3.280	14.8
-3.285	14.0
-3.291	14.4
-3.296	15.6
-3.301	17.6
-3.306	20.4
-3.312	24.4
-3.317	29.2
-3.322	33.2
-3.328	34.8
-3.333	35.2
-3.338	35.6
-3.344	35.6
-3.349	34.8
-3.354	32.4
-3.360	29.2
-3.365	25.6
-3.370	22.8
-3.376	20.4
-3.381	18.4
-3.386	16.4
-3.392	15.2
-3.397	14.8
-3.402	16.0
-3.408	17.6
-3.413	19.2
-3.418	21.6
-3.424	25.2
