#&a / °	I1 / %
4.233	10.0
4.228	11.6
4.222	13.2
4.217	14.8
4.212	16.4
4.206	18.4
4.201	20.0
4.196	20.4
4.190	20.0
4.185	18.8
4.180	17.6
4.174	16.0
4.169	14.0
4.164	12.0
4.158	10.4
4.153	9.6
4.148	10.0
4.143	11.2
4.137	12.8
4.132	14.8
4.127	17.2
4.121	19.2
4.116	20.8
4.111	22.0
4.105	22.8
4.100	22.4
4.095	21.6
4.089	20.4
4.084	18.8
4.079	16.8
4.073	14.4
4.068	12.4
4.063	11.6
4.057	11.6
4.052	12.4
4.047	13.6
4.041	15.2
4.036	17.6
4.031	20.4
4.025	22.8
4.020	24.4
4.015	25.6
4.009	26.4
4.004	26.0
3.999	24.4
3.994	22.4
3.988	20.0
3.983	17.6
3.978	15.2
3.972	13.2
3.967	12.8
3.962	13.2
3.956	14.4
3.951	15.6
3.946	17.2
3.940	19.6
3.935	22.4
3.930	24.8
3.924	26.0
3.919	27.2
3.914	28.4
3.908	28.8
3.903	27.2
3.898	24.4
3.892	21.2
3.887	18.8
3.882	16.4
3.876	14.8
3.871	14.0
3.866	14.0
3.860	14.8
3.855	16.0
3.850	17.6
3.844	20.0
3.839	23.2
3.834	26.4
3.829	28.0
3.823	28.4
3.818	29.6
3.813	30.4
3.807	30.0
3.802	28.0
3.797	25.2
3.791	22.4
3.786	19.6
3.781	17.2
3.775	15.2
3.770	14.4
3.765	14.8
3.759	15.6
3.754	16.8
3.749	18.4
3.743	21.2
3.738	24.8
3.733	28.4
3.727	30.4
3.722	31.2
3.717	32.0
3.711	32.8
3.706	32.4
3.701	30.0
3.695	26.4
3.690	23.2
3.685	20.4
3.679	18.0
3.674	16.0
3.669	14.8
3.663	15.2
3.658	16.8
3.653	18.0
3.647	19.6
3.642	22.0
3.637	25.6
3.632	29.2
3.626	32.0
3.621	33.2
3.616	33.2
3.610	33.6
3.605	33.6
3.600	32.4
3.594	29.6
3.589	26.0
3.584	22.8
3.578	20.0
3.573	17.2
3.568	15.2
3.562	14.8
3.557	15.6
3.552	17.2
3.546	19.2
3.541	21.2
3.536	23.6
3.530	27.2
3.525	30.8
3.520	33.2
3.514	34.4
3.509	35.2
3.504	35.6
3.498	36.0
3.493	34.8
3.488	32.0
3.482	28.0
3.477	24.4
3.472	21.2
3.466	18.4
3.461	16.0
3.456	15.2
3.450	15.6
3.445	17.6
3.440	19.6
3.434	21.6
3.429	23.2
3.424	26.0
3.418	30.0
3.413	34.0
3.408	36.4
3.402	37.2
3.397	36.8
3.392	36.4
3.386	36.0
3.381	34.8
3.376	31.6
3.370	27.6
3.365	23.6
3.360	20.4
3.354	18.0
3.349	16.0
3.344	15.2
3.338	16.0
3.333	18.0
3.328	20.4
3.322	22.4
3.317	24.4
3.312	26.4
3.306	29.6
3.301	34.0
3.296	37.6
3.291	39.6
3.285	39.2
3.280	38.0
3.275	36.8
3.269	35.2
3.264	32.4
3.259	28.4
3.253	24.4
3.248	20.4
3.243	17.6
3.237	15.2
3.232	14.0
3.227	14.0
3.221	14.8
3.216	17.2
3.211	20.4
3.205	23.2
3.200	25.2
3.195	27.2
3.189	30.0
3.184	34.4
3.179	39.2
3.173	41.6
3.168	41.6
3.163	40.0
3.157	38.8
3.152	38.4
3.147	37.2
3.141	34.0
3.136	30.0
3.131	26.0
3.125	22.0
3.120	18.8
3.115	16.4
3.109	14.8
3.104	14.4
3.099	15.6
3.093	18.4
3.088	22.0
3.083	25.2
3.077	26.8
3.072	28.0
3.067	30.0
3.061	34.8
3.056	40.8
3.051	44.4
3.045	44.4
3.040	42.4
3.035	40.0
3.029	40.0
3.024	40.4
3.019	38.8
3.013	35.2
3.008	30.4
3.003	25.2
2.997	21.2
2.992	18.0
2.987	15.6
2.981	14.4
2.976	14.0
2.971	15.2
2.965	18.8
2.960	23.2
2.955	26.4
2.949	28.0
2.944	28.8
2.939	30.4
2.933	34.4
2.928	40.8
2.923	45.6
2.917	46.4
2.912	44.4
2.907	41.2
2.901	39.6
2.896	40.0
2.891	40.4
2.885	38.0
2.880	33.6
2.875	28.4
2.869	24.0
2.864	20.0
2.859	17.2
2.853	15.2
2.848	14.0
2.843	13.6
2.837	14.8
2.832	18.0
2.827	23.2
2.821	27.6
2.816	29.6
2.811	30.4
2.805	30.8
2.800	33.6
2.795	39.6
2.789	46.4
2.784	49.2
2.779	47.6
2.773	43.2
2.768	39.6
2.763	37.6
2.757	38.4
2.752	39.2
2.747	37.2
2.741	33.2
2.736	26.0
2.731	22.4
2.725	19.2
2.720	16.4
2.715	14.8
2.709	13.6
2.704	13.2
2.699	14.0
2.693	16.4
2.688	20.8
2.683	26.0
2.677	30.0
2.672	31.2
2.667	31.2
2.661	32.0
2.656	34.8
2.651	41.2
2.645	48.0
2.640	50.8
2.635	48.8
2.629	44.4
2.624	40.4
2.619	38.8
2.613	40.0
2.608	42.0
2.602	40.8
2.597	36.4
2.592	31.2
2.586	26.0
2.581	21.6
2.576	18.4
2.570	16.0
2.565	14.4
2.560	13.6
2.554	13.6
2.549	14.4
2.544	16.4
2.538	20.8
2.533	26.4
2.528	30.8
2.522	32.4
2.517	32.4
2.512	32.4
2.506	34.0
2.501	38.8
2.496	46.0
2.490	51.6
2.485	52.0
2.480	48.4
2.474	43.6
2.469	40.0
2.464	38.8
2.458	40.4
2.453	42.8
2.448	42.4
2.442	38.4
2.437	32.8
2.432	27.6
2.426	23.2
2.421	19.6
2.416	16.8
2.410	15.2
2.405	14.0
2.400	13.6
2.394	13.6
2.389	14.8
2.384	17.2
2.378	22.0
2.373	27.6
2.368	32.0
2.362	33.6
2.357	33.6
2.352	33.2
2.346	34.0
2.341	36.8
2.336	42.8
2.330	50.0
2.325	53.6
2.320	52.4
2.314	48.0
2.309	43.2
2.304	39.6
2.298	38.8
2.293	40.8
2.288	43.6
2.282	44.0
2.277	40.4
2.272	35.2
2.266	29.6
2.261	24.8
2.256	20.8
2.250	18.0
2.245	16.0
2.240	14.8
2.234	14.0
2.229	14.0
2.223	14.4
2.218	15.6
2.213	17.6
2.207	21.6
2.202	26.8
2.197	31.6
2.191	34.0
2.186	34.8
2.181	34.0
2.175	33.6
2.170	34.4
2.165	38.0
2.159	44.8
2.154	51.6
2.149	54.8
2.143	54.0
2.138	50.4
2.133	46.0
2.127	42.0
2.122	39.6
2.117	40.0
2.111	42.8
2.106	45.2
2.101	44.8
2.095	41.2
2.090	36.0
2.085	30.8
2.079	26.0
2.074	22.0
2.069	19.2
2.063	16.8
2.058	15.6
2.053	14.8
2.047	14.4
2.042	14.4
2.037	14.8
2.031	16.0
2.026	18.0
2.021	21.6
2.015	26.8
2.010	32.0
2.005	35.2
1.999	36.0
1.994	35.6
1.989	35.2
1.983	35.2
1.978	36.4
1.972	40.4
1.967	46.4
1.962	52.8
1.956	56.4
1.951	56.0
1.946	52.0
1.940	46.8
1.935	42.0
1.930	39.2
1.924	38.4
1.919	40.4
1.914	43.6
1.908	46.0
1.903	45.6
1.898	42.4
1.892	38.0
1.887	33.2
1.882	28.8
1.876	24.8
1.871	21.6
1.866	19.2
1.860	17.2
1.855	16.0
1.850	14.8
1.844	14.4
1.839	14.4
1.834	14.8
1.828	15.6
1.823	16.8
1.818	19.2
1.812	23.2
1.807	28.0
1.802	32.4
1.796	35.6
1.791	36.8
1.786	36.8
1.780	36.4
1.775	36.0
1.769	36.4
1.764	38.0
1.759	42.0
1.753	47.6
1.748	53.6
1.743	57.6
1.737	58.0
1.732	56.4
1.727	53.2
1.721	49.2
1.716	45.6
1.711	42.8
1.705	41.6
1.700	42.4
1.695	44.4
1.689	47.2
1.684	48.0
1.679	46.8
1.673	43.2
1.668	38.8
1.663	34.4
1.657	30.0
1.652	26.0
1.647	22.8
1.641	20.4
1.636	18.4
1.631	17.2
1.625	16.4
1.620	15.6
1.615	15.2
1.609	14.8
1.604	14.8
1.599	15.2
1.593	16.0
1.588	17.6
1.582	19.6
1.577	23.2
1.572	27.6
1.566	32.0
1.561	35.6
1.556	37.6
1.550	38.0
1.545	37.2
1.540	36.4
1.534	36.0
1.529	36.4
1.524	37.6
1.518	40.0
1.513	44.0
1.508	49.2
1.502	54.8
1.497	58.8
1.492	60.8
1.486	60.0
1.481	57.6
1.476	54.0
1.470	50.0
1.465	46.0
1.460	43.2
1.454	41.6
1.449	41.6
1.444	43.2
1.438	46.0
1.433	48.4
1.428	49.6
1.422	49.2
1.417	47.2
1.411	43.6
1.406	39.6
1.401	35.6
1.395	31.6
1.390	28.0
1.385	25.2
1.379	22.8
1.374	20.8
1.369	19.2
1.363	18.0
1.358	16.8
1.353	16.0
1.347	15.2
1.342	14.8
1.337	14.8
1.331	14.8
1.326	15.2
1.321	15.6
1.315	16.4
1.310	17.6
1.305	19.2
1.299	22.0
1.294	25.2
1.289	28.8
1.283	32.4
1.278	35.6
1.273	37.6
1.267	38.4
1.262	38.8
1.256	38.4
1.251	38.0
1.246	37.6
1.240	37.2
1.235	37.6
1.230	38.4
1.224	40.0
1.219	42.8
1.214	46.8
1.208	51.2
1.203	56.0
1.198	59.6
1.192	62.0
1.187	62.4
1.182	61.6
1.176	59.6
1.171	56.8
1.166	54.0
1.160	51.2
1.155	48.4
1.150	46.0
1.144	44.4
1.139	43.6
1.134	43.6
1.128	45.2
1.123	46.8
1.118	49.2
1.112	50.8
1.107	51.6
1.101	50.8
1.096	48.8
1.091	46.0
1.085	43.2
1.080	40.0
1.075	36.8
1.069	33.6
1.064	30.8
1.059	28.4
1.053	26.0
1.048	24.0
1.043	22.0
1.037	20.4
1.032	19.2
1.027	18.0
1.021	17.2
1.016	16.8
1.011	16.4
1.005	16.0
1.000	15.6
0.995	15.6
0.989	15.2
0.984	15.2
0.979	15.2
0.973	15.2
0.968	15.6
0.962	16.0
0.957	16.4
0.952	17.6
0.946	18.8
0.941	20.4
0.936	22.4
0.930	24.8
0.925	27.2
0.920	30.4
0.914	33.2
0.909	35.6
0.904	36.8
0.898	36.4
0.893	34.8
0.888	32.8
0.882	31.2
0.877	30.8
0.872	31.6
0.866	33.2
0.861	35.2
0.856	36.8
0.850	38.0
0.845	38.8
0.840	39.2
0.834	39.6
0.829	40.4
0.823	42.0
0.818	44.4
0.813	46.8
0.807	49.6
0.802	52.4
0.797	55.2
0.791	57.6
0.786	59.6
0.781	61.6
0.775	63.2
0.770	64.0
0.765	64.0
0.759	63.2
0.754	62.0
0.749	60.4
0.743	58.8
0.738	56.8
0.733	54.8
0.727	52.8
0.722	50.8
0.717	49.2
0.711	47.6
0.706	46.0
0.701	44.8
0.695	44.0
0.690	43.2
0.684	43.2
0.679	43.6
0.674	44.0
0.668	44.8
0.663	46.0
0.658	47.6
0.652	48.8
0.647	50.4
0.642	51.6
0.636	52.0
0.631	52.0
0.626	52.0
0.620	51.2
0.615	50.4
0.610	49.2
0.604	47.6
0.599	46.0
0.594	44.0
0.588	42.0
0.583	40.0
0.578	38.0
0.572	36.0
0.567	34.0
0.561	32.4
0.556	30.8
0.551	29.6
0.545	28.4
0.540	27.2
0.535	26.0
0.529	24.8
0.524	23.6
0.519	22.8
0.513	22.0
0.508	21.2
0.503	20.4
0.497	19.6
0.492	19.2
0.487	18.4
0.481	18.0
0.476	17.6
0.471	17.2
0.465	16.8
0.460	16.4
0.455	16.4
0.449	16.0
0.444	15.6
0.438	15.6
0.433	15.6
0.428	15.2
0.422	15.2
0.417	14.8
0.412	14.8
0.406	14.4
0.401	14.4
0.396	14.0
0.390	14.0
0.385	14.0
0.380	14.0
0.374	14.0
0.369	14.0
0.364	14.0
0.358	14.0
0.353	14.0
0.348	14.0
0.342	14.0
0.337	14.0
0.332	14.0
0.326	14.4
0.321	14.4
0.316	14.8
0.310	14.8
0.305	15.2
0.299	15.2
0.294	15.2
0.289	15.2
0.283	15.6
0.278	15.6
0.273	16.0
0.267	16.0
0.262	16.0
0.257	16.4
0.251	16.8
0.246	16.8
0.241	17.2
0.235	17.6
0.230	17.6
0.225	18.0
0.219	18.4
0.214	18.4
0.209	18.4
0.203	18.8
0.198	19.2
0.193	19.6
0.187	20.0
0.182	20.0
0.176	20.4
0.171	20.8
0.166	21.2
0.160	21.6
0.155	21.6
0.150	22.0
0.144	22.4
0.139	22.4
0.134	22.8
0.128	23.2
0.123	23.2
0.118	23.6
0.112	24.0
0.107	24.0
0.102	24.4
0.096	24.4
0.091	24.8
0.086	24.8
0.080	25.2
0.075	25.2
0.070	25.2
0.064	25.2
0.059	25.2
0.053	25.2
0.048	25.2
0.043	25.2
0.037	25.2
0.032	25.2
0.027	25.2
0.021	25.2
0.016	25.2
0.011	25.2
0.005	25.2
0.000	25.6
-0.005	25.2
-0.011	25.2
-0.016	25.2
-0.021	24.8
-0.027	24.8
-0.032	24.4
-0.037	24.4
-0.043	24.0
-0.048	23.6
-0.053	23.6
-0.059	23.6
-0.064	23.2
-0.070	22.8
-0.075	22.4
-0.080	22.0
-0.086	22.0
-0.091	21.6
-0.096	21.2
-0.102	20.8
-0.107	20.4
-0.112	20.0
-0.118	19.6
-0.123	19.2
-0.128	18.8
-0.134	18.4
-0.139	18.4
-0.144	18.4
-0.150	18.0
-0.155	17.6
-0.160	17.2
-0.166	17.2
-0.171	17.2
-0.176	16.8
-0.182	16.8
-0.187	16.4
-0.193	16.4
-0.198	16.0
-0.203	16.0
-0.209	16.0
-0.214	15.6
-0.219	15.6
-0.225	15.2
-0.230	15.2
-0.235	14.8
-0.241	14.8
-0.246	14.8
-0.251	14.8
-0.257	14.8
-0.262	14.8
-0.267	14.4
-0.273	14.4
-0.278	14.4
-0.283	14.4
-0.289	14.4
-0.294	14.4
-0.299	14.4
-0.305	14.4
-0.310	14.4
-0.316	14.4
-0.321	14.4
-0.326	14.4
-0.332	14.4
-0.337	14.4
-0.342	14.4
-0.348	14.8
-0.353	15.2
-0.358	15.2
-0.364	15.2
-0.369	15.6
-0.374	15.6
-0.380	16.0
-0.385	16.0
-0.390	16.4
-0.396	16.8
-0.401	17.2
-0.406	17.6
-0.412	18.0
-0.417	18.4
-0.422	19.2
-0.428	19.6
-0.433	20.4
-0.438	21.2
-0.444	22.0
-0.449	22.8
-0.455	24.0
-0.460	24.8
-0.465	26.0
-0.471	27.6
-0.476	29.2
-0.481	30.8
-0.487	32.4
-0.492	33.6
-0.497	34.8
-0.503	36.0
-0.508	38.0
-0.513	40.0
-0.519	42.8
-0.524	45.6
-0.529	48.0
-0.535	50.0
-0.540	51.6
-0.545	52.8
-0.551	53.6
-0.556	53.6
-0.561	52.8
-0.567	52.0
-0.572	50.8
-0.578	49.2
-0.583	47.6
-0.588	46.0
-0.594	44.8
-0.599	43.6
-0.604	42.8
-0.610	42.8
-0.615	42.8
-0.620	42.8
-0.626	43.2
-0.631	43.6
-0.636	44.8
-0.642	46.4
-0.647	48.8
-0.652	50.8
-0.658	53.2
-0.663	55.2
-0.668	57.6
-0.674	59.6
-0.679	61.6
-0.684	63.6
-0.690	64.8
-0.695	65.2
-0.701	65.2
-0.706	64.4
-0.711	62.4
-0.717	59.6
-0.722	56.4
-0.727	52.8
-0.733	49.6
-0.738	46.4
-0.743	44.0
-0.749	41.6
-0.754	40.0
-0.759	38.8
-0.765	38.0
-0.770	37.6
-0.775	37.6
-0.781	37.6
-0.786	38.0
-0.791	38.4
-0.797	39.2
-0.802	39.6
-0.807	40.4
-0.813	40.8
-0.818	40.8
-0.823	40.0
-0.829	38.4
-0.834	36.4
-0.840	33.6
-0.845	30.8
-0.850	28.0
-0.856	25.2
-0.861	22.8
-0.866	20.8
-0.872	19.2
-0.877	18.0
-0.882	16.8
-0.888	16.0
-0.893	15.6
-0.898	15.2
-0.904	14.8
-0.909	14.8
-0.914	14.8
-0.920	14.4
-0.925	14.4
-0.930	14.4
-0.936	14.8
-0.941	15.2
-0.946	16.0
-0.952	16.4
-0.957	17.2
-0.962	18.4
-0.968	19.6
-0.973	21.2
-0.979	23.2
-0.984	25.6
-0.989	28.4
-0.995	31.6
-1.000	35.2
-1.005	38.8
-1.011	42.4
-1.016	45.6
-1.021	48.4
-1.027	50.4
-1.032	51.2
-1.037	50.4
-1.043	49.2
-1.048	47.2
-1.053	45.2
-1.059	44.0
-1.064	43.2
-1.069	43.6
-1.075	44.8
-1.080	46.8
-1.085	48.8
-1.091	51.6
-1.096	54.8
-1.101	57.6
-1.107	60.4
-1.112	62.4
-1.118	62.8
-1.123	61.2
-1.128	58.0
-1.134	53.6
-1.139	49.2
-1.144	44.8
-1.150	41.6
-1.155	39.2
-1.160	37.6
-1.166	36.8
-1.171	36.4
-1.176	36.8
-1.182	37.6
-1.187	38.4
-1.192	39.2
-1.198	38.8
-1.203	37.2
-1.208	34.4
-1.214	30.8
-1.219	27.2
-1.224	23.6
-1.230	20.8
-1.235	18.8
-1.240	17.2
-1.246	16.0
-1.251	15.2
-1.256	14.8
-1.262	14.4
-1.267	14.4
-1.273	14.8
-1.278	15.2
-1.283	15.6
-1.289	16.4
-1.294	17.6
-1.299	19.2
-1.305	20.8
-1.310	23.2
-1.315	26.0
-1.321	29.2
-1.326	33.2
-1.331	37.2
-1.337	41.2
-1.342	45.6
-1.347	48.4
-1.353	50.0
-1.358	49.6
-1.363	47.6
-1.369	45.6
-1.374	44.0
-1.379	43.6
-1.385	44.4
-1.390	46.4
-1.395	49.2
-1.401	52.4
-1.406	56.0
-1.411	58.8
-1.417	60.8
-1.422	60.0
-1.428	57.2
-1.433	52.4
-1.438	47.2
-1.444	42.8
-1.449	39.2
-1.454	37.2
-1.460	36.4
-1.465	36.0
-1.470	36.8
-1.476	37.6
-1.481	38.0
-1.486	36.8
-1.492	34.0
-1.497	30.4
-1.502	26.4
-1.508	22.8
-1.513	20.0
-1.518	18.0
-1.524	16.4
-1.529	15.6
-1.534	15.2
-1.540	15.2
-1.545	15.6
-1.550	16.0
-1.556	16.8
-1.561	17.6
-1.566	19.2
-1.572	21.2
-1.577	23.6
-1.582	26.8
-1.588	30.8
-1.593	35.6
-1.599	40.4
-1.604	44.8
-1.609	47.6
-1.615	48.0
-1.620	46.8
-1.625	44.8
-1.631	43.6
-1.636	43.6
-1.641	45.2
-1.647	48.0
-1.652	51.6
-1.657	55.2
-1.663	57.6
-1.668	58.0
-1.673	56.0
-1.679	51.6
-1.684	46.4
-1.689	42.0
-1.695	39.2
-1.700	37.6
-1.705	36.8
-1.711	37.2
-1.716	37.6
-1.721	36.8
-1.727	35.2
-1.732	32.0
-1.737	28.0
-1.743	24.0
-1.748	20.4
-1.753	18.0
-1.759	16.8
-1.764	15.6
-1.769	15.2
-1.775	14.8
-1.780	15.2
-1.786	16.0
-1.791	17.2
-1.796	19.2
-1.802	22.0
-1.807	25.6
-1.812	30.0
-1.818	34.4
-1.823	39.2
-1.828	43.6
-1.834	46.0
-1.839	46.4
-1.844	45.2
-1.850	44.0
-1.855	43.6
-1.860	45.2
-1.866	48.0
-1.871	51.6
-1.876	55.2
-1.882	57.2
-1.887	56.4
-1.892	52.4
-1.898	47.2
-1.903	42.4
-1.908	38.8
-1.914	36.8
-1.919	36.4
-1.924	36.0
-1.930	36.0
-1.935	34.8
-1.940	32.0
-1.946	27.6
-1.951	23.6
-1.956	20.0
-1.962	17.6
-1.967	16.4
-1.972	15.6
-1.978	15.6
-1.983	15.6
-1.989	16.4
-1.994	18.0
-1.999	20.0
-2.005	22.8
-2.010	26.4
-2.015	30.8
-2.021	35.6
-2.026	40.4
-2.031	43.6
-2.037	44.4
-2.042	43.6
-2.047	42.4
-2.053	42.4
-2.058	44.0
-2.063	47.2
-2.069	51.2
-2.074	54.0
-2.079	54.4
-2.085	51.6
-2.090	46.4
-2.095	41.2
-2.101	38.0
-2.106	36.4
-2.111	35.6
-2.117	35.6
-2.122	34.4
-2.127	32.0
-2.133	28.0
-2.138	24.0
-2.143	20.4
-2.149	18.0
-2.154	16.4
-2.159	15.6
-2.165	15.6
-2.170	16.0
-2.175	17.6
-2.181	19.2
-2.186	22.0
-2.191	25.6
-2.197	30.0
-2.202	34.8
-2.207	39.2
-2.213	42.0
-2.218	42.4
-2.223	41.6
-2.229	41.6
-2.234	43.2
-2.240	46.0
-2.245	48.4
-2.250	49.6
-2.256	49.2
-2.261	46.8
-2.266	43.2
-2.272	39.6
-2.277	36.8
-2.282	35.2
-2.288	34.4
-2.293	33.2
-2.298	31.6
-2.304	28.8
-2.309	24.8
-2.314	20.8
-2.320	18.4
-2.325	16.4
-2.330	15.6
-2.336	15.6
-2.341	16.4
-2.346	17.6
-2.352	20.0
-2.357	22.8
-2.362	26.4
-2.368	30.8
-2.373	35.6
-2.378	39.6
-2.384	41.6
-2.389	42.0
-2.394	42.0
-2.400	43.6
-2.405	46.0
-2.410	48.8
-2.416	50.4
-2.421	50.4
-2.426	47.2
-2.432	42.4
-2.437	38.0
-2.442	35.2
-2.448	33.6
-2.453	32.8
-2.458	31.2
-2.464	28.4
-2.469	24.8
-2.474	21.2
-2.480	18.4
-2.485	16.8
-2.490	16.0
-2.496	16.4
-2.501	17.2
-2.506	18.8
-2.512	21.2
-2.517	24.8
-2.522	28.8
-2.528	33.2
-2.533	37.2
-2.538	40.0
-2.544	41.2
-2.549	42.0
-2.554	43.2
-2.560	45.2
-2.565	47.2
-2.570	48.0
-2.576	46.8
-2.581	43.6
-2.586	39.6
-2.592	36.0
-2.597	33.6
-2.602	32.0
-2.608	30.4
-2.613	28.0
-2.619	24.4
-2.624	21.2
-2.629	18.4
-2.635	16.8
-2.640	16.4
-2.645	16.8
-2.651	18.0
-2.656	20.0
-2.661	22.8
-2.667	26.8
-2.672	30.8
-2.677	34.4
-2.683	36.8
-2.688	37.6
-2.693	38.0
-2.699	39.2
-2.704	41.2
-2.709	43.6
-2.715	45.2
-2.720	44.0
-2.725	41.2
-2.731	37.2
-2.736	32.0
-2.741	30.8
-2.747	29.6
-2.752	28.0
-2.757	25.6
-2.763	22.8
-2.768	19.6
-2.773	17.6
-2.779	16.4
-2.784	16.4
-2.789	17.2
-2.795	19.2
-2.800	21.6
-2.805	25.2
-2.811	28.8
-2.816	32.4
-2.821	35.6
-2.827	38.4
-2.832	40.0
-2.837	41.2
-2.843	42.4
-2.848	43.2
-2.853	43.2
-2.859	41.6
-2.864	38.4
-2.869	34.4
-2.875	31.2
-2.880	28.8
-2.885	26.8
-2.891	25.2
-2.896	22.4
-2.901	19.6
-2.907	17.6
-2.912	16.4
-2.917	16.4
-2.923	17.2
-2.928	19.2
-2.933	21.6
-2.939	24.4
-2.944	28.0
-2.949	32.0
-2.955	35.6
-2.960	38.4
-2.965	40.0
-2.971	41.2
-2.976	41.6
-2.981	41.6
-2.987	40.8
-2.992	38.4
-2.997	35.2
-3.003	32.0
-3.008	29.2
-3.013	26.8
-3.019	24.8
-3.024	22.4
-3.029	20.0
-3.035	18.0
-3.040	16.8
-3.045	16.8
-3.051	17.6
-3.056	18.8
-3.061	21.2
-3.067	24.4
-3.072	28.0
-3.077	31.6
-3.083	34.8
-3.088	36.8
-3.093	38.0
-3.099	38.8
-3.104	39.2
-3.109	39.2
-3.115	38.0
-3.120	35.2
-3.125	31.2
-3.131	27.6
-3.136	24.8
-3.141	22.8
-3.147	20.8
-3.152	18.8
-3.157	17.2
-3.163	16.4
-3.168	16.4
-3.173	17.6
-3.179	19.6
-3.184	22.0
-3.189	24.8
-3.195	28.0
-3.200	32.0
-3.205	35.2
-3.211	36.8
-3.216	37.2
-3.221	37.2
-3.227	37.2
-3.232	36.8
-3.237	35.2
-3.243	32.4
-3.248	28.8
-3.253	25.6
-3.259	22.8
-3.264	20.8
-3.269	18.8
-3.275	17.2
-3.280	15.6
-3.285	14.8
-3.291	14.8
-3.296	16.0
-3.301	18.0
-3.306	20.8
-3.312	24.8
-3.317	29.2
-3.322	33.2
-3.328	35.2
-3.333	35.6
-3.338	36.0
-3.344	36.0
-3.349	35.2
-3.354	32.8
-3.360	29.6
-3.365	26.0
-3.370	23.2
-3.376	20.8
-3.381	18.8
-3.386	16.8
-3.392	15.6
-3.397	15.2
-3.402	16.4
-3.408	18.0
-3.413	20.0
-3.418	22.0
-3.424	25.2
