#MIN=0	0	0	0	0
#MAX=50	30	100	10	70
#SCALE=50	10	50	5	10
#DEC=1	2	1	2	2
#DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
8.7	0.84	17.5	0.84	17.5
8.8	0.765	18	0.765	18
8.9	0.705	18	0.705	18
9	0.66	18	0.66	18
9.1	0.645	18.5	0.645	18.5
9.2	0.645	18.5	0.645	18.5
9.3	0.66	19	0.66	19
9.4	0.72	19	0.72	19
9.5	0.78	19	0.78	19
9.6	0.9	19.5	0.9	19.5
9.7	1.02	19.5	1.02	19.5
9.8	1.23	20	1.23	20
9.9	1.44	20	1.44	20
10	1.695	20.5	1.695	20.5
10.1	1.98	20.5	1.98	20.5
10.2	2.16	21	2.16	21
10.3	2.265	21	2.265	21
10.4	2.28	21.5	2.28	21.5
10.5	2.19	21.5	2.19	21.5
10.599	2.07	21.5	2.07	21.5
10.7	1.89	22	1.89	22
10.799	1.725	22	1.725	22
10.899	1.545	22.5	1.545	22.5
10.999	1.38	22.5	1.38	22.5
11.099	1.23	22.5	1.23	22.5
11.199	1.125	23	1.125	23
11.299	1.05	23.5	1.05	23.5
11.399	1.02	23.5	1.02	23.5
11.499	1.035	23.5	1.035	23.5
11.599	1.095	24	1.095	24
11.699	1.215	24	1.215	24
11.799	1.38	24	1.38	24
11.899	1.605	24.5	1.605	24.5
11.999	1.875	25	1.875	25
12.099	2.205	25	2.205	25
12.199	2.655	25	2.655	25
12.299	3.075	25.5	3.075	25.5
12.399	3.48	25.5	3.48	25.5
12.499	3.81	26	3.81	26
12.599	3.9	26	3.9	26
12.699	3.87	26.5	3.87	26.5
12.799	3.705	26.5	3.705	26.5
12.899	3.45	26.5	3.45	26.5
12.999	3.075	27	3.075	27
13.099	2.745	27	2.745	27
13.199	2.415	27.5	2.415	27.5
13.299	2.085	27.5	2.085	27.5
13.399	1.845	28	1.845	28
13.499	1.68	28	1.68	28
13.599	1.575	28	1.575	28
13.699	1.545	28.5	1.545	28.5
13.799	1.59	28.5	1.59	28.5
13.899	1.71	29	1.71	29
13.999	1.935	29	1.935	29
14.099	2.205	29	2.205	29
14.199	2.55	29.5	2.55	29.5
14.299	3.03	29.5	3.03	29.5
14.399	3.525	30	3.525	30
14.499	4.125	30	4.125	30
14.599	4.83	30.5	4.83	30.5
14.699	5.4	30.5	5.4	30.5
14.799	5.835	31	5.835	31
14.899	6.03	31	6.03	31
14.999	5.97	31	5.97	31
15.099	5.73	31.5	5.73	31.5
15.199	5.325	31.5	5.325	31.5
15.299	4.845	32	4.845	32
15.399	4.29	32	4.29	32
15.499	3.84	32.5	3.84	32.5
15.599	3.315	32.5	3.315	32.5
15.699	2.94	33	2.94	33
15.799	2.655	33	2.655	33
15.899	2.46	33	2.46	33
15.999	2.4	33.5	2.4	33.5
16.099	2.445	33.5	2.445	33.5
16.199	2.61	33.5	2.61	33.5
16.299	2.895	34	2.895	34
16.399	3.33	34.5	3.33	34.5
16.499	3.855	34.5	3.855	34.5
16.599	4.5	34.5	4.5	34.5
16.699	5.34	35	5.34	35
16.799	6.165	35	6.165	35
16.899	7.11	35.5	7.11	35.5
16.999	7.89	35.5	7.89	35.5
17.099	8.535	36	8.535	36
17.199	8.91	36	8.91	36
17.299	8.97	36	8.97	36
17.399	8.775	36.5	8.775	36.5
17.499	8.25	36.5	8.25	36.5
17.599	7.665	37	7.665	37
17.699	6.96	37	6.96	37
17.799	6.21	37.5	6.21	37.5
17.899	5.55	37.5	5.55	37.5
17.999	4.89	38	4.89	38
18.099	4.44	37.5	4.44	37.5
18.199	4.155	38	4.155	38
18.299	3.99	38	3.99	38
18.399	4.035	38.5	4.035	38.5
18.499	4.245	38.5	4.245	38.5
18.599	4.62	39	4.62	39
18.699	5.145	39	5.145	39
18.799	5.97	39.5	5.97	39.5
18.9	6.885	39.5	6.885	39.5
18.999	7.935	40	7.935	40
19.099	9.3	40	9.3	40
19.199	10.545	40.5	10.545	40.5
19.299	10.98	40.5	10.98	40.5
19.399	11.04	41	11.04	41
19.499	11.055	41	11.055	41
19.599	11.07	41.5	11.07	41.5
19.699	11.07	41.5	11.07	41.5
19.799	11.055	41.5	11.055	41.5
19.899	11.025	42	11.025	42
19.999	10.995	42	10.995	42
20.099	10.815	42.5	10.815	42.5
20.199	10.035	42.5	10.035	42.5
20.299	9.255	42.5	9.255	42.5
20.399	8.49	43	8.49	43
20.499	7.965	43	7.965	43
20.599	7.65	43.5	7.65	43.5
20.699	7.545	43.5	7.545	43.5
20.799	7.725	44	7.725	44
20.899	8.235	44	8.235	44
20.999	8.97	44	8.97	44
21.099	9.99	44.5	9.99	44.5
21.199	10.965	44.5	10.965	44.5
21.299	11.01	44.5	11.01	44.5
21.399	11.025	44.5	11.025	44.5
21.499	10.995	45	10.995	45
21.599	11.04	44.5	11.04	44.5
21.699	11.01	45	11.01	45
21.799	11.04	44.5	11.04	44.5
21.899	11.01	44.5	11.01	44.5
21.999	11.04	44.5	11.04	44.5
22.099	11.01	45	11.01	45
22.199	11.04	44.5	11.04	44.5
22.299	10.995	44.5	10.995	44.5
22.399	11.04	44.5	11.04	44.5
22.499	11.01	44.5	11.01	44.5
22.599	11.025	45	11.025	45
22.699	11.01	45	11.01	45
22.799	11.04	44.5	11.04	44.5
22.899	10.995	45	10.995	45
22.999	11.025	44.5	11.025	44.5
23.099	11.01	44.5	11.01	44.5
23.199	11.025	45	11.025	45
23.299	11.01	45	11.01	45
23.399	11.025	45	11.025	45
23.499	11.01	45	11.01	45
23.599	11.04	45	11.04	45
23.699	11.01	44.5	11.01	44.5
23.799	11.025	45	11.025	45
23.899	11.01	45	11.01	45
23.999	11.025	45	11.025	45
24.099	11.01	44.5	11.01	44.5
24.199	11.025	44.5	11.025	44.5
24.299	11.01	45	11.01	45
24.399	11.01	44.5	11.01	44.5
24.5	11.01	45	11.01	45
24.6	10.995	45	10.995	45
24.7	11.01	44.5	11.01	44.5
24.8	10.995	45	10.995	45
24.9	11.01	44.5	11.01	44.5
25	11.01	45	11.01	45
25.1	11.01	45	11.01	45
25.2	11.01	45	11.01	45
25.3	11.025	45	11.025	45
25.4	10.995	44.5	10.995	44.5
25.5	11.01	45	11.01	45
25.6	10.995	44.5	10.995	44.5
25.7	11.025	45	11.025	45
25.8	10.995	45	10.995	45
25.9	11.025	45	11.025	45
26	10.995	45	10.995	45
26.1	11.04	45	11.04	45
26.2	10.995	45	10.995	45
26.3	11.025	44.5	11.025	44.5
26.4	10.995	45	10.995	45
26.5	11.04	45	11.04	45
26.6	11.01	44.5	11.01	44.5
26.7	11.04	44.5	11.04	44.5
26.8	11.01	45	11.01	45
26.9	11.025	45	11.025	45
27	11.01	45	11.01	45
27.1	11.025	45	11.025	45
27.2	10.995	45	10.995	45
27.3	11.025	44.5	11.025	44.5
27.4	11.01	45	11.01	45
27.5	11.025	45	11.025	45
27.6	11.01	45	11.01	45
27.7	11.025	45	11.025	45
27.8	11.01	44.5	11.01	44.5
27.9	11.025	45	11.025	45
28	11.01	44.5	11.01	44.5
28.1	11.025	45	11.025	45
28.2	11.01	44.5	11.01	44.5
28.3	-0.045	0	-0.045	0
28.4	-0.03	0	-0.03	0
28.499	-0.03	0	-0.03	0
28.599	-0.03	0	-0.03	0
28.7	-0.03	0	-0.03	0
28.799	-0.03	0	-0.03	0
28.899	-0.03	0	-0.03	0
