#&a / °	I1 / %
4.387	8.8
4.382	10.4
4.377	11.6
4.371	11.6
4.366	11.2
4.361	10.8
4.355	10.0
4.350	8.8
4.345	7.2
4.339	6.0
4.334	5.6
4.329	5.6
4.323	6.0
4.318	7.2
4.313	8.4
4.307	9.6
4.302	10.8
4.297	12.0
4.291	13.2
4.286	13.6
4.281	13.2
4.275	12.8
4.270	12.0
4.265	10.8
4.260	9.2
4.254	7.6
4.249	6.8
4.244	6.4
4.238	6.8
4.233	7.6
4.228	8.4
4.222	10.0
4.217	11.6
4.212	12.8
4.206	14.4
4.201	16.0
4.196	16.4
4.190	16.0
4.185	15.2
4.180	14.0
4.174	12.4
4.169	10.8
4.164	9.2
4.158	8.0
4.153	7.2
4.148	7.2
4.143	8.4
4.137	9.6
4.132	11.2
4.127	12.8
4.121	14.8
4.116	16.4
4.111	17.6
4.105	18.4
4.100	18.0
4.095	17.2
4.089	16.0
4.084	14.8
4.079	12.8
4.073	10.8
4.068	9.2
4.063	8.4
4.057	8.4
4.052	9.2
4.047	10.4
4.041	12.0
4.036	13.6
4.031	15.6
4.025	17.6
4.020	19.2
4.015	20.0
4.009	20.8
4.004	20.8
3.999	19.6
3.994	18.0
3.988	16.0
3.983	13.6
3.978	11.6
3.972	10.0
3.967	9.2
3.962	9.6
3.956	10.4
3.951	11.6
3.946	12.8
3.940	14.8
3.935	17.2
3.930	19.6
3.924	20.8
3.919	21.6
3.914	22.4
3.908	22.8
3.903	21.6
3.898	19.2
3.892	16.8
3.887	14.8
3.882	12.8
3.876	11.2
3.871	10.4
3.866	10.4
3.860	11.2
3.855	12.0
3.850	13.2
3.844	15.2
3.839	17.6
3.834	20.4
3.829	22.0
3.823	22.8
3.818	23.6
3.813	24.4
3.807	24.0
3.802	22.0
3.797	19.6
3.791	17.6
3.786	15.6
3.781	13.2
3.775	11.6
3.770	10.8
3.765	10.8
3.759	11.6
3.754	12.8
3.749	14.0
3.743	16.0
3.738	19.2
3.733	22.4
3.727	24.4
3.722	25.2
3.717	25.6
3.711	26.0
3.706	25.6
3.701	23.6
3.695	20.8
3.690	18.4
3.685	16.0
3.679	13.6
3.674	12.0
3.669	11.2
3.663	11.2
3.658	12.4
3.653	13.6
3.647	15.2
3.642	16.8
3.637	19.6
3.632	22.8
3.626	25.2
3.621	26.0
3.616	26.4
3.610	26.8
3.605	26.8
3.600	25.6
3.594	23.2
3.589	20.4
3.584	18.0
3.578	15.6
3.573	13.2
3.568	11.6
3.562	10.8
3.557	11.6
3.552	13.2
3.546	14.4
3.541	16.0
3.536	18.0
3.530	20.8
3.525	23.6
3.520	26.0
3.514	27.6
3.509	28.4
3.504	28.8
3.498	28.8
3.493	27.6
3.488	25.2
3.482	22.0
3.477	19.2
3.472	16.4
3.466	14.0
3.461	12.4
3.456	11.2
3.450	11.2
3.445	12.8
3.440	14.8
3.434	16.4
3.429	18.0
3.424	20.0
3.418	23.2
3.413	26.4
3.408	28.8
3.402	29.6
3.397	29.6
3.392	29.6
3.386	29.2
3.381	27.6
3.376	24.8
3.370	21.6
3.365	18.4
3.360	16.0
3.354	14.0
3.349	12.4
3.344	11.2
3.338	11.2
3.333	12.4
3.328	14.8
3.322	16.8
3.317	18.4
3.312	20.4
3.306	23.2
3.301	26.8
3.296	30.0
3.291	31.6
3.285	31.6
3.280	30.8
3.275	30.0
3.269	28.4
3.264	26.0
3.259	22.8
3.253	19.2
3.248	16.0
3.243	13.6
3.237	12.0
3.232	10.8
3.227	10.4
3.221	10.8
3.216	12.4
3.211	14.8
3.205	17.2
3.200	19.2
3.195	20.8
3.189	23.2
3.184	26.8
3.179	30.8
3.173	32.8
3.168	33.2
3.163	32.4
3.157	31.6
3.152	31.2
3.147	30.0
3.141	27.2
3.136	23.6
3.131	20.0
3.125	16.8
3.120	14.4
3.115	12.4
3.109	11.2
3.104	10.8
3.099	11.2
3.093	12.8
3.088	15.6
3.083	18.8
3.077	20.8
3.072	22.0
3.067	24.0
3.061	27.2
3.056	31.6
3.051	34.8
3.045	35.2
3.040	34.0
3.035	32.8
3.029	32.8
3.024	32.8
3.019	30.8
3.013	27.2
3.008	23.2
3.003	19.6
2.997	16.4
2.992	14.0
2.987	12.0
2.981	11.2
2.976	10.8
2.971	11.2
2.965	12.8
2.960	16.0
2.955	19.6
2.949	22.0
2.944	22.8
2.939	24.0
2.933	26.8
2.928	32.0
2.923	36.0
2.917	37.2
2.912	36.0
2.907	33.6
2.901	32.8
2.896	32.8
2.891	32.4
2.885	29.6
2.880	26.0
2.875	22.0
2.869	18.4
2.864	15.2
2.859	12.8
2.853	11.6
2.848	10.4
2.843	10.0
2.837	10.4
2.832	12.4
2.827	15.6
2.821	19.6
2.816	22.4
2.811	23.6
2.805	24.4
2.800	26.4
2.795	30.8
2.789	36.0
2.784	38.8
2.779	38.0
2.773	35.6
2.768	32.8
2.763	31.2
2.757	31.6
2.752	31.2
2.747	28.8
2.741	25.6
2.736	20.0
2.731	17.2
2.725	14.8
2.720	12.8
2.715	11.2
2.709	10.4
2.704	10.0
2.699	10.4
2.693	11.6
2.688	14.4
2.683	18.4
2.677	22.4
2.672	24.8
2.667	25.6
2.661	26.0
2.656	28.0
2.651	32.4
2.645	38.0
2.640	40.8
2.635	40.0
2.629	36.8
2.624	34.0
2.619	32.8
2.613	34.0
2.608	34.8
2.602	32.8
2.597	28.8
2.592	24.4
2.586	20.4
2.581	16.8
2.576	14.4
2.570	12.4
2.565	11.2
2.560	10.4
2.554	10.4
2.549	10.4
2.544	11.6
2.538	14.4
2.533	18.4
2.528	22.8
2.522	25.6
2.517	26.4
2.512	26.8
2.506	27.6
2.501	30.8
2.496	36.0
2.490	40.8
2.485	41.6
2.480	39.6
2.474	36.0
2.469	33.2
2.464	32.4
2.458	34.0
2.453	35.2
2.448	34.0
2.442	30.4
2.437	25.6
2.432	21.2
2.426	17.6
2.421	14.8
2.416	12.8
2.410	11.6
2.405	10.8
2.400	10.4
2.394	10.4
2.389	10.8
2.384	12.0
2.378	14.8
2.373	19.2
2.368	23.6
2.362	26.4
2.357	27.6
2.352	27.6
2.346	28.0
2.341	29.6
2.336	34.0
2.330	39.6
2.325	43.2
2.320	42.8
2.314	40.0
2.309	36.0
2.304	33.2
2.298	32.8
2.293	34.4
2.288	36.4
2.282	35.6
2.277	32.4
2.272	27.6
2.266	23.2
2.261	19.6
2.256	16.4
2.250	14.4
2.245	12.8
2.240	11.6
2.234	10.8
2.229	10.8
2.223	10.8
2.218	11.2
2.213	12.4
2.207	14.8
2.202	18.4
2.197	22.8
2.191	26.0
2.186	27.6
2.181	28.0
2.175	27.6
2.170	28.4
2.165	30.8
2.159	35.2
2.154	40.8
2.149	44.0
2.143	44.4
2.138	42.0
2.133	38.4
2.127	35.2
2.122	33.6
2.117	34.0
2.111	36.0
2.106	37.2
2.101	36.0
2.095	32.4
2.090	28.0
2.085	23.6
2.079	20.0
2.074	17.2
2.069	14.8
2.063	13.2
2.058	12.0
2.053	11.2
2.047	10.8
2.042	10.8
2.037	10.8
2.031	11.2
2.026	12.4
2.021	14.8
2.015	18.4
2.010	22.4
2.005	26.0
1.999	28.4
1.994	29.2
1.989	29.2
1.983	29.2
1.978	30.0
1.972	32.4
1.967	36.8
1.962	41.6
1.956	45.2
1.951	45.6
1.946	42.8
1.940	38.8
1.935	35.2
1.930	32.8
1.924	32.4
1.919	34.4
1.914	36.4
1.908	37.6
1.903	36.4
1.898	33.6
1.892	29.6
1.887	25.6
1.882	22.0
1.876	18.8
1.871	16.4
1.866	14.4
1.860	13.2
1.855	12.4
1.850	11.6
1.844	11.2
1.839	10.8
1.834	11.2
1.828	11.6
1.823	12.4
1.818	13.6
1.812	15.6
1.807	18.8
1.802	22.8
1.796	26.4
1.791	28.8
1.786	30.0
1.780	30.0
1.775	30.0
1.769	30.0
1.764	31.2
1.759	33.2
1.753	37.2
1.748	42.0
1.743	46.0
1.737	47.6
1.732	46.8
1.727	44.4
1.721	41.2
1.716	38.4
1.711	36.4
1.705	35.6
1.700	36.0
1.695	37.6
1.689	38.8
1.684	38.8
1.679	36.8
1.673	33.6
1.668	30.0
1.663	26.4
1.657	23.2
1.652	20.0
1.647	17.6
1.641	15.6
1.636	14.0
1.631	13.2
1.625	12.4
1.620	12.0
1.615	11.6
1.609	11.6
1.604	11.6
1.599	12.0
1.593	12.4
1.588	12.8
1.582	14.0
1.577	15.6
1.572	18.4
1.566	22.0
1.561	25.6
1.556	28.4
1.550	29.6
1.545	30.0
1.540	30.0
1.534	30.0
1.529	30.4
1.524	30.8
1.518	32.4
1.513	34.8
1.508	38.8
1.502	43.2
1.497	46.8
1.492	48.8
1.486	48.8
1.481	47.2
1.476	44.8
1.470	41.6
1.465	38.8
1.460	36.8
1.454	35.6
1.449	35.6
1.444	36.8
1.438	38.4
1.433	39.6
1.428	40.0
1.422	38.8
1.417	36.8
1.411	34.0
1.406	30.8
1.401	27.6
1.395	24.4
1.390	21.6
1.385	19.2
1.379	17.6
1.374	16.0
1.369	14.8
1.363	14.0
1.358	13.2
1.353	12.4
1.347	12.0
1.342	11.6
1.337	11.2
1.331	11.2
1.326	11.2
1.321	11.6
1.315	12.0
1.310	12.8
1.305	13.6
1.299	15.2
1.294	17.2
1.289	19.6
1.283	22.4
1.278	25.2
1.273	27.6
1.267	29.6
1.262	30.8
1.256	31.2
1.251	31.2
1.246	31.2
1.240	30.8
1.235	30.8
1.230	31.2
1.224	32.4
1.219	34.4
1.214	37.2
1.208	40.4
1.203	44.0
1.198	47.2
1.192	49.6
1.187	50.8
1.182	50.4
1.176	49.2
1.171	47.2
1.166	45.2
1.160	42.8
1.155	40.8
1.150	38.8
1.144	37.6
1.139	36.8
1.134	37.2
1.128	38.4
1.123	39.6
1.118	40.8
1.112	41.6
1.107	41.6
1.101	40.4
1.096	38.4
1.091	36.0
1.085	33.6
1.080	31.2
1.075	28.4
1.069	26.0
1.064	24.0
1.059	22.0
1.053	20.0
1.048	18.4
1.043	16.8
1.037	15.6
1.032	14.8
1.027	14.0
1.021	13.6
1.016	13.2
1.011	12.8
1.005	12.4
1.000	12.0
0.995	11.6
0.989	11.6
0.984	11.6
0.979	11.6
0.973	11.6
0.968	11.6
0.962	12.0
0.957	12.4
0.952	12.8
0.946	13.2
0.941	14.0
0.936	15.2
0.930	16.4
0.925	18.4
0.920	20.4
0.914	22.8
0.909	24.8
0.904	26.0
0.898	26.8
0.893	26.4
0.888	25.6
0.882	25.2
0.877	25.2
0.872	26.0
0.866	27.2
0.861	29.2
0.856	30.8
0.850	31.6
0.845	32.0
0.840	32.4
0.834	32.8
0.829	33.2
0.823	34.0
0.818	35.2
0.813	37.2
0.807	39.2
0.802	41.2
0.797	43.2
0.791	45.2
0.786	47.2
0.781	49.2
0.775	50.8
0.770	52.0
0.765	52.4
0.759	52.0
0.754	51.2
0.749	50.0
0.743	48.8
0.738	47.6
0.733	46.0
0.727	44.4
0.722	42.8
0.717	41.2
0.711	40.0
0.706	38.8
0.701	38.0
0.695	37.2
0.690	37.2
0.684	36.8
0.679	37.2
0.674	37.6
0.668	38.4
0.663	39.2
0.658	40.0
0.652	40.8
0.647	41.6
0.642	42.0
0.636	42.4
0.631	42.4
0.626	41.6
0.620	40.8
0.615	40.0
0.610	38.4
0.604	37.2
0.599	35.6
0.594	34.0
0.588	32.4
0.583	31.2
0.578	29.6
0.572	27.6
0.567	26.0
0.561	24.8
0.556	23.6
0.551	22.4
0.545	21.6
0.540	20.8
0.535	19.6
0.529	18.8
0.524	18.0
0.519	17.2
0.513	16.8
0.508	16.4
0.503	16.0
0.497	15.2
0.492	14.8
0.487	14.4
0.481	14.0
0.476	13.6
0.471	13.2
0.465	13.2
0.460	12.8
0.455	12.4
0.449	12.4
0.444	12.4
0.438	12.0
0.433	12.0
0.428	11.6
0.422	11.6
0.417	11.6
0.412	11.6
0.406	11.2
0.401	10.8
0.396	10.8
0.390	10.8
0.385	10.8
0.380	10.8
0.374	10.8
0.369	10.8
0.364	10.8
0.358	10.8
0.353	10.8
0.348	10.8
0.342	10.8
0.337	10.8
0.332	10.8
0.326	10.8
0.321	10.8
0.316	10.8
0.310	10.8
0.305	10.8
0.299	10.8
0.294	11.2
0.289	11.2
0.283	11.2
0.278	11.2
0.273	11.6
0.267	11.6
0.262	11.6
0.257	11.6
0.251	12.0
0.246	12.0
0.241	12.0
0.235	12.4
0.230	12.4
0.225	12.8
0.219	12.8
0.214	12.8
0.209	13.2
0.203	13.2
0.198	13.2
0.193	13.6
0.187	13.6
0.182	13.6
0.176	14.0
0.171	14.0
0.166	14.4
0.160	14.4
0.155	14.4
0.150	14.8
0.144	15.2
0.139	15.2
0.134	15.2
0.128	15.2
0.123	15.6
0.118	15.6
0.112	15.6
0.107	15.6
0.102	16.0
0.096	16.0
0.091	16.4
0.086	16.4
0.080	16.4
0.075	16.4
0.070	16.4
0.064	16.4
0.059	16.4
0.053	16.4
0.048	16.4
0.043	16.4
0.037	16.8
0.032	16.8
0.027	16.8
0.021	16.8
0.016	16.8
0.011	16.8
0.005	16.8
0.000	16.8
-0.005	16.8
-0.011	16.4
-0.016	16.4
-0.021	16.4
-0.027	16.4
-0.032	16.0
-0.037	16.0
-0.043	15.6
-0.048	15.6
-0.053	15.6
-0.059	15.6
-0.064	15.2
-0.070	14.8
-0.075	14.8
-0.080	14.8
-0.086	14.8
-0.091	14.4
-0.096	14.0
-0.102	14.0
-0.107	14.0
-0.112	13.6
-0.118	13.2
-0.123	12.8
-0.128	12.8
-0.134	12.8
-0.139	12.8
-0.144	12.8
-0.150	12.8
-0.155	12.8
-0.160	12.4
-0.166	12.4
-0.171	12.4
-0.176	12.0
-0.182	11.6
-0.187	11.6
-0.193	11.6
-0.198	11.6
-0.203	11.2
-0.209	11.2
-0.214	11.2
-0.219	11.2
-0.225	11.2
-0.230	11.2
-0.235	10.8
-0.241	10.8
-0.246	10.8
-0.251	10.8
-0.257	10.8
-0.262	10.8
-0.267	10.8
-0.273	10.8
-0.278	10.8
-0.283	10.8
-0.289	10.8
-0.294	10.8
-0.299	10.8
-0.305	10.8
-0.310	10.8
-0.316	10.8
-0.321	10.8
-0.326	10.8
-0.332	10.8
-0.337	10.8
-0.342	11.2
-0.348	11.2
-0.353	11.2
-0.358	11.2
-0.364	11.2
-0.369	11.6
-0.374	11.6
-0.380	12.0
-0.385	12.0
-0.390	12.4
-0.396	12.4
-0.401	12.8
-0.406	13.2
-0.412	13.6
-0.417	14.0
-0.422	14.4
-0.428	14.8
-0.433	15.2
-0.438	15.6
-0.444	16.4
-0.449	17.2
-0.455	18.0
-0.460	18.8
-0.465	19.6
-0.471	20.4
-0.476	21.6
-0.481	22.4
-0.487	23.6
-0.492	24.8
-0.497	26.0
-0.503	26.8
-0.508	28.4
-0.513	30.0
-0.519	32.4
-0.524	34.4
-0.529	36.4
-0.535	38.4
-0.540	40.0
-0.545	41.2
-0.551	42.0
-0.556	42.4
-0.561	42.4
-0.567	42.0
-0.572	41.6
-0.578	40.8
-0.583	39.6
-0.588	38.8
-0.594	37.6
-0.599	36.8
-0.604	36.0
-0.610	36.0
-0.615	36.0
-0.620	36.0
-0.626	36.0
-0.631	36.4
-0.636	37.2
-0.642	38.4
-0.647	40.0
-0.652	41.6
-0.658	43.6
-0.663	45.6
-0.668	47.2
-0.674	49.2
-0.679	50.8
-0.684	52.0
-0.690	52.8
-0.695	52.8
-0.701	52.4
-0.706	51.2
-0.711	49.2
-0.717	46.8
-0.722	44.0
-0.727	41.2
-0.733	38.8
-0.738	36.8
-0.743	34.8
-0.749	33.2
-0.754	32.0
-0.759	31.2
-0.765	30.8
-0.770	30.8
-0.775	30.8
-0.781	31.2
-0.786	31.6
-0.791	32.0
-0.797	32.4
-0.802	32.8
-0.807	32.4
-0.813	32.0
-0.818	30.8
-0.823	29.2
-0.829	27.2
-0.834	24.8
-0.840	22.4
-0.845	20.0
-0.850	18.4
-0.856	16.4
-0.861	15.2
-0.866	14.0
-0.872	13.2
-0.877	12.4
-0.882	12.0
-0.888	11.6
-0.893	11.2
-0.898	10.8
-0.904	10.8
-0.909	10.8
-0.914	10.8
-0.920	10.8
-0.925	10.8
-0.930	11.2
-0.936	11.6
-0.941	11.6
-0.946	12.0
-0.952	12.4
-0.957	13.2
-0.962	14.0
-0.968	14.8
-0.973	16.0
-0.979	17.6
-0.984	19.2
-0.989	21.2
-0.995	23.6
-1.000	26.0
-1.005	28.8
-1.011	31.6
-1.016	34.8
-1.021	37.6
-1.027	39.6
-1.032	40.8
-1.037	41.2
-1.043	40.4
-1.048	39.2
-1.053	37.6
-1.059	36.8
-1.064	36.4
-1.069	36.8
-1.075	37.6
-1.080	38.8
-1.085	40.8
-1.091	42.8
-1.096	45.2
-1.101	47.6
-1.107	49.2
-1.112	50.4
-1.118	50.0
-1.123	48.4
-1.128	45.2
-1.134	42.0
-1.139	38.4
-1.144	35.2
-1.150	33.2
-1.155	31.6
-1.160	30.8
-1.166	30.0
-1.171	30.0
-1.176	30.4
-1.182	30.8
-1.187	31.2
-1.192	30.8
-1.198	29.2
-1.203	26.8
-1.208	24.0
-1.214	21.2
-1.219	18.4
-1.224	16.4
-1.230	14.4
-1.235	13.2
-1.240	12.4
-1.246	11.6
-1.251	11.2
-1.256	10.8
-1.262	10.8
-1.267	10.8
-1.273	11.2
-1.278	11.6
-1.283	12.0
-1.289	12.8
-1.294	13.2
-1.299	14.4
-1.305	15.6
-1.310	17.2
-1.315	19.2
-1.321	21.6
-1.326	24.4
-1.331	27.6
-1.337	31.2
-1.342	34.8
-1.347	37.6
-1.353	39.2
-1.358	39.6
-1.363	39.2
-1.369	38.0
-1.374	37.2
-1.379	36.8
-1.385	37.2
-1.390	38.4
-1.395	40.4
-1.401	43.2
-1.406	46.0
-1.411	48.0
-1.417	48.8
-1.422	47.6
-1.428	44.8
-1.433	40.8
-1.438	36.8
-1.444	33.6
-1.449	31.6
-1.454	30.0
-1.460	29.6
-1.465	29.6
-1.470	29.6
-1.476	29.6
-1.481	28.8
-1.486	26.8
-1.492	24.0
-1.497	20.8
-1.502	18.0
-1.508	15.6
-1.513	14.0
-1.518	12.8
-1.524	11.6
-1.529	11.2
-1.534	11.2
-1.540	11.2
-1.545	11.6
-1.550	12.0
-1.556	12.8
-1.561	13.2
-1.566	14.4
-1.572	15.6
-1.577	17.6
-1.582	20.0
-1.588	23.2
-1.593	26.8
-1.599	30.8
-1.604	34.4
-1.609	37.2
-1.615	38.4
-1.620	38.0
-1.625	36.8
-1.631	36.0
-1.636	36.0
-1.641	37.2
-1.647	39.6
-1.652	42.4
-1.657	45.2
-1.663	46.8
-1.668	46.4
-1.673	44.0
-1.679	40.0
-1.684	36.4
-1.689	33.2
-1.695	31.6
-1.700	30.4
-1.705	30.0
-1.711	30.4
-1.716	30.0
-1.721	28.4
-1.727	26.0
-1.732	22.4
-1.737	19.2
-1.743	16.4
-1.748	14.4
-1.753	12.8
-1.759	12.0
-1.764	11.2
-1.769	11.2
-1.775	11.2
-1.780	11.2
-1.786	12.0
-1.791	12.8
-1.796	14.4
-1.802	16.4
-1.807	19.2
-1.812	22.4
-1.818	26.0
-1.823	30.0
-1.828	33.6
-1.834	36.4
-1.839	37.2
-1.844	36.8
-1.850	36.4
-1.855	36.4
-1.860	37.2
-1.866	39.6
-1.871	42.8
-1.876	45.2
-1.882	46.0
-1.887	44.4
-1.892	40.8
-1.898	36.8
-1.903	33.2
-1.908	30.8
-1.914	29.6
-1.919	29.2
-1.924	29.2
-1.930	28.4
-1.935	26.0
-1.940	22.8
-1.946	19.2
-1.951	16.4
-1.956	14.4
-1.962	12.8
-1.967	11.6
-1.972	11.2
-1.978	11.2
-1.983	11.6
-1.989	12.4
-1.994	13.6
-1.999	15.2
-2.005	17.2
-2.010	20.0
-2.015	23.2
-2.021	27.2
-2.026	31.2
-2.031	34.4
-2.037	36.0
-2.042	35.6
-2.047	34.8
-2.053	34.8
-2.058	36.0
-2.063	38.8
-2.069	41.6
-2.074	43.6
-2.079	43.6
-2.085	40.8
-2.090	36.4
-2.095	32.8
-2.101	30.4
-2.106	29.2
-2.111	28.8
-2.117	28.4
-2.122	26.8
-2.127	23.6
-2.133	20.0
-2.138	16.8
-2.143	14.4
-2.149	12.8
-2.154	12.0
-2.159	11.6
-2.165	11.6
-2.170	12.0
-2.175	13.2
-2.181	14.8
-2.186	16.8
-2.191	19.6
-2.197	22.8
-2.202	26.8
-2.207	30.4
-2.213	33.2
-2.218	34.4
-2.223	34.0
-2.229	34.4
-2.234	35.6
-2.240	37.6
-2.245	39.6
-2.250	40.4
-2.256	39.2
-2.261	37.2
-2.266	34.0
-2.272	31.2
-2.277	29.2
-2.282	28.4
-2.288	27.6
-2.293	26.4
-2.298	24.0
-2.304	20.8
-2.309	17.6
-2.314	14.8
-2.320	13.2
-2.325	12.0
-2.330	11.2
-2.336	11.6
-2.341	12.4
-2.346	13.6
-2.352	15.2
-2.357	17.2
-2.362	20.4
-2.368	24.0
-2.373	27.6
-2.378	31.2
-2.384	33.2
-2.389	34.0
-2.394	34.4
-2.400	35.6
-2.405	37.6
-2.410	40.0
-2.416	41.2
-2.421	40.4
-2.426	37.6
-2.432	33.6
-2.437	30.4
-2.442	28.4
-2.448	27.2
-2.453	26.0
-2.458	23.6
-2.464	20.8
-2.469	17.6
-2.474	15.2
-2.480	13.2
-2.485	12.0
-2.490	11.6
-2.496	12.0
-2.501	12.8
-2.506	14.0
-2.512	16.0
-2.517	18.4
-2.522	21.6
-2.528	25.6
-2.533	29.2
-2.538	32.0
-2.544	33.6
-2.549	34.8
-2.554	36.0
-2.560	37.2
-2.565	38.4
-2.570	38.8
-2.576	37.6
-2.581	34.8
-2.586	31.6
-2.592	28.8
-2.597	26.8
-2.602	25.2
-2.608	23.2
-2.613	20.4
-2.619	17.6
-2.624	15.2
-2.629	13.2
-2.635	12.4
-2.640	12.0
-2.645	12.4
-2.651	13.6
-2.656	15.2
-2.661	17.6
-2.667	20.4
-2.672	23.6
-2.677	26.8
-2.683	29.2
-2.688	30.4
-2.693	30.8
-2.699	32.0
-2.704	34.0
-2.709	35.6
-2.715	36.4
-2.720	35.2
-2.725	32.4
-2.731	29.6
-2.736	26.0
-2.741	25.2
-2.747	23.6
-2.752	22.0
-2.757	19.6
-2.763	16.8
-2.768	14.4
-2.773	13.2
-2.779	12.8
-2.784	12.8
-2.789	13.6
-2.795	15.2
-2.800	17.2
-2.805	19.6
-2.811	22.8
-2.816	26.0
-2.821	28.8
-2.827	31.2
-2.832	33.2
-2.837	34.4
-2.843	35.2
-2.848	35.6
-2.853	35.6
-2.859	34.0
-2.864	31.2
-2.869	28.0
-2.875	25.6
-2.880	23.2
-2.885	21.2
-2.891	19.2
-2.896	16.8
-2.901	14.4
-2.907	12.8
-2.912	12.4
-2.917	12.4
-2.923	13.2
-2.928	14.8
-2.933	16.8
-2.939	19.6
-2.944	22.4
-2.949	25.6
-2.955	28.8
-2.960	31.2
-2.965	33.2
-2.971	34.0
-2.976	34.0
-2.981	34.0
-2.987	33.2
-2.992	31.2
-2.997	28.4
-3.003	25.6
-3.008	23.2
-3.013	21.2
-3.019	19.2
-3.024	16.8
-3.029	14.8
-3.035	13.2
-3.040	12.4
-3.045	12.8
-3.051	13.6
-3.056	15.2
-3.061	17.2
-3.067	19.6
-3.072	22.4
-3.077	25.6
-3.083	28.4
-3.088	30.4
-3.093	31.2
-3.099	31.6
-3.104	32.0
-3.109	32.0
-3.115	30.8
-3.120	28.4
-3.125	25.2
-3.131	22.0
-3.136	19.6
-3.141	17.6
-3.147	15.6
-3.152	14.0
-3.157	12.8
-3.163	12.0
-3.168	12.4
-3.173	13.6
-3.179	15.2
-3.184	17.2
-3.189	19.6
-3.195	22.4
-3.200	26.0
-3.205	28.8
-3.211	30.4
-3.216	30.8
-3.221	30.4
-3.227	30.0
-3.232	29.6
-3.237	28.0
-3.243	25.6
-3.248	22.8
-3.253	20.0
-3.259	18.0
-3.264	16.0
-3.269	14.0
-3.275	12.4
-3.280	11.2
-3.285	10.8
-3.291	11.2
-3.296	12.4
-3.301	14.4
-3.306	16.8
-3.312	19.6
-3.317	23.6
-3.322	26.8
-3.328	28.8
-3.333	29.6
-3.338	29.6
-3.344	29.6
-3.349	28.8
-3.354	26.4
-3.360	23.6
-3.365	20.8
-3.370	18.4
-3.376	16.0
-3.381	14.4
-3.386	12.4
-3.392	11.6
-3.397	11.6
-3.402	12.4
-3.408	14.0
-3.413	15.6
-3.418	17.6
-3.424	20.4
