#&a / °	I1 / %
-3.408	6.4
-3.413	8.4
-3.418	11.2
-3.424	14.0
-3.429	16.4
-3.434	19.2
-3.440	20.8
-3.445	21.6
-3.450	21.2
-3.456	20.0
-3.461	18.0
-3.466	15.6
-3.472	13.2
-3.477	10.8
-3.482	8.8
-3.488	7.2
-3.493	6.0
-3.498	5.2
-3.504	4.8
-3.509	4.8
-3.514	5.2
-3.520	6.8
-3.525	8.8
-3.530	11.6
-3.536	14.8
-3.541	17.6
-3.546	19.6
-3.552	20.4
-3.557	20.4
-3.562	19.6
-3.568	18.0
-3.573	15.6
-3.578	13.2
-3.584	10.8
-3.589	8.8
-3.594	7.2
-3.600	5.6
-3.605	4.8
-3.610	4.4
-3.616	4.8
-3.621	5.2
-3.626	6.4
-3.632	8.4
-3.637	11.2
-3.642	14.0
-3.647	16.8
-3.653	18.8
-3.658	19.6
-3.663	19.2
-3.669	18.0
-3.674	16.0
-3.679	14.0
-3.685	11.6
-3.690	9.6
-3.695	7.6
-3.701	6.4
-3.706	5.2
-3.711	4.8
-3.717	4.4
-3.722	4.8
-3.727	5.6
-3.733	6.8
-3.738	8.8
-3.743	11.6
-3.749	14.4
-3.754	16.4
-3.759	17.6
-3.765	17.6
-3.770	16.8
-3.775	14.8
-3.781	12.4
-3.786	10.4
-3.791	8.4
-3.797	6.8
-3.802	5.6
-3.807	4.8
-3.813	4.4
-3.818	4.0
-3.823	4.4
-3.829	5.2
-3.834	6.4
-3.839	8.0
-3.844	10.4
-3.850	12.4
-3.855	14.4
-3.860	15.6
-3.866	15.6
-3.871	14.8
-3.876	13.2
-3.882	11.2
-3.887	9.2
-3.892	7.2
-3.898	5.6
-3.903	4.8
-3.908	4.4
-3.914	4.0
-3.919	4.0
-3.924	4.0
-3.930	4.4
-3.935	5.6
-3.940	7.6
-3.946	10.0
-3.951	12.0
-3.956	13.2
-3.962	13.6
-3.967	13.2
-3.972	11.6
-3.978	10.0
-3.983	8.4
-3.988	6.8
-3.994	5.6
-3.999	4.8
-4.004	4.0
-4.009	3.6
-4.015	3.2
-4.020	3.6
-4.025	4.0
-4.031	4.8
-4.036	6.4
-4.041	8.4
-4.047	10.0
-4.052	11.2
-4.057	11.6
-4.063	11.2
-4.068	10.0
-4.073	8.4
-4.079	6.8
-4.084	5.6
-4.089	4.4
-4.095	3.6
-4.100	3.2
-4.105	2.8
-4.111	2.8
-4.116	3.2
-4.121	3.6
-4.127	4.4
-4.132	6.0
-4.137	7.6
-4.143	8.8
-4.148	9.6
-4.153	9.6
-4.158	8.8
-4.164	7.6
-4.169	6.0
-4.174	4.8
-4.180	4.0
-4.185	3.2
-4.190	2.8
-4.196	2.8
-4.201	2.8
-4.206	2.8
-4.212	3.2
-4.217	3.6
-4.222	4.4
-4.228	5.6
-4.233	6.8
-4.238	7.6
-4.244	7.6
-4.249	7.2
-4.254	6.4
-4.260	5.2
-4.265	4.4
-4.270	3.6
-4.275	3.2
-4.281	2.4
-4.286	2.4
-4.291	2.0
-4.297	2.0
-4.302	2.4
-4.307	3.2
-4.313	4.0
-4.318	4.8
-4.323	5.6
-4.329	6.4
-4.334	6.4
-4.339	6.0
-4.345	5.2
-4.350	4.4
-4.355	3.6
-4.361	3.2
-4.366	2.4
-4.371	2.0
-4.377	2.0
-4.382	2.0
-4.387	2.0
-4.392	2.4
-4.398	2.8
-4.403	3.6
-4.408	4.4
-4.414	4.8
-4.419	5.2
-4.424	4.8
-4.430	4.4
-4.435	3.6
-4.440	3.2
-4.446	2.4
-4.451	2.0
-4.456	2.0
-4.462	1.6
-4.467	1.6
-4.472	1.6
-4.478	1.6
-4.483	2.0
-4.488	2.8
-4.493	3.2
-4.499	3.6
-4.504	3.6
-4.509	3.6
-4.515	3.2
-4.520	2.8
-4.525	2.4
-4.531	2.0
-4.536	1.6
-4.541	1.6
-4.547	1.2
-4.552	1.2
-4.557	1.2
-4.563	1.6
-4.568	1.6
-4.573	2.0
-4.578	2.4
-4.584	2.8
-4.589	3.2
-4.594	3.2
-4.600	2.8
-4.605	2.4
-4.610	2.0
-4.616	1.6
-4.621	1.2
-4.626	1.2
-4.632	1.2
-4.637	1.2
-4.642	1.2
-4.648	1.2
-4.653	1.6
-4.658	2.0
-4.663	2.4
-4.669	2.4
-4.674	2.4
-4.679	2.4
-4.685	2.0
-4.690	1.6
-4.695	1.2
-4.701	1.2
-4.706	1.2
-4.711	1.2
-4.717	1.2
-4.722	1.2
-4.727	1.2
-4.733	1.2
-4.738	1.2
-4.743	1.2
-4.748	1.6
-4.754	1.6
-4.759	1.6
-4.764	1.6
-4.770	1.2
-4.775	1.2
-4.780	0.8
-4.786	0.8
-4.791	0.8
-4.796	0.8
-4.802	0.8
-4.807	0.8
-4.812	0.8
-4.818	0.8
-4.823	0.8
-4.828	1.2
-4.833	1.2
-4.839	1.2
-4.844	1.2
-4.849	1.2
-4.855	0.8
-4.860	0.8
-4.865	0.8
-4.871	0.8
-4.876	0.8
-4.881	0.8
-4.887	0.8
-4.892	0.8
-4.897	0.8
-4.902	0.8
-4.908	0.8
-4.913	0.8
-4.918	0.8
-4.924	0.8
-4.929	0.8
-4.934	0.8
-4.940	0.8
-4.945	0.8
-4.950	0.8
-4.956	0.8
-4.961	0.8
-4.966	0.8
-4.971	0.8
-4.977	0.8
-4.982	0.8
-4.987	0.8
-4.993	0.8
-4.998	0.8
-5.003	0.8
-5.009	0.8
-5.014	0.8
-5.019	0.8
-5.025	0.8
-5.030	0.8
-5.035	0.8
-5.040	0.8
-5.046	0.4
-5.051	0.4
-5.056	0.4
-5.062	0.4
-5.067	0.4
-5.072	0.4
-5.078	0.4
-5.083	0.4
-5.088	0.4
-5.094	0.4
-5.099	0.4
-5.104	0.4
-5.109	0.4
-5.115	0.4
-5.120	0.4
-5.125	0.4
-5.131	0.4
-5.136	0.4
-5.141	0.4
-5.147	0.4
-5.152	0.4
-5.157	0.4
-5.162	0.4
-5.168	0.4
-5.173	0.4
-5.178	0.4
-5.184	0.4
-5.189	0.4
-5.194	0.4
-5.200	0.4
-5.205	0.4
-5.210	0.4
-5.216	0.4
-5.221	0.4
-5.226	0.4
-5.231	0.4
-5.237	0.4
-5.242	0.4
-5.247	0.4
-5.253	0.4
-5.258	0.4
-5.263	0.4
-5.269	0.4
-5.274	0.4
-5.279	0.4
-5.284	0.4
-5.290	0.4
-5.295	0.4
-5.300	0.4
-5.306	0.4
-5.311	0.4
-5.316	0.4
-5.322	0.4
-5.327	0.4
-5.332	0.4
-5.337	0.4
-5.343	0.4
-5.348	0.4
-5.353	0.4
-5.359	0.4
-5.364	0.4
-5.369	0.4
-5.375	0.4
-5.380	0.4
-5.385	0.4
-5.390	0.4
-5.396	0.4
-5.401	0.4
-5.406	0.4
-5.412	0.4
-5.417	0.4
-5.422	0.4
-5.428	0.4
-5.433	0.4
-5.438	0.4
-5.443	0.4
-5.449	0.4
-5.454	0.4
